Title,Article
No ‘good’ criminals,"No ‘good’ criminals

Police must act impartially, independently

Also in this section

Fundamentally right

The deteriorating socio-political environment necessitates reiteration of obvious truths. A criminal is what a criminal does, no matter what his political affiliation. What the Congress asserted earlier, the Shiromani Akali Dal is crying about now — political workers being harassed by the police at the behest of the government of the day. The Congress government set up the Mehtab Singh Gill Commission to examine allegations by Congress supporters of false cases registered against them during the tenure of the SAD-led government. It has found that the allegations were correct in 130 cases out of the 178 it has examined so far. The commission has also recommended compensation for the victims and punishment to erring police officials. Rampant misuse of the police is suggested in 4,200 complaints received by the panel. Gangsterism raised its ugly head in the state during that time, and it is still a challenge. SAD allegations about the mistreatment of their workers, and some politically charged incidents of murder, all are visible reminders that little has changed on the ground... the “good” criminals of yesteryear became “bad” criminals of today and vice versa. Propriety, fairness, and impartiality were given a short shrift in the interest of political expediency. Even as the Chief Minister pursues the findings of the commission to the logical end, he must dwell on the need to change the culture of policing that allowed his party men to be harassed. The saying, “Do unto others as you would have them do unto you,” has a particular importance in a scenario where governance is determined by the natural ebb and flow of political fortunes. The commission’s findings must have a resonance beyond documenting the past and providing relief to victims. They highlight the propensity of the police to use extra-legal means to deliver results that please political masters. A professional force would not act in this manner. The right manner of honouring the findings of Justice Mehtab Singh Gill would be to restore professionalism to the police and insulate the force from political operatives."
When Justice DY Chandrachud overruled his father’s Emergency era verdict,"Satya Prakash

Tribune News Service

New Delhi, August 24

The Supreme Court’s nine-judge Constitution Bench verdict declaring right to privacy a fundamental right under the Constitution was historic for a unique reason as Justice DY Chandrachud overruled a verdict authored by his father YV Chandrachud in the infamous ADM Jabalpur case during Emergency.

Justice YV Chandrachud, who was part of a five-judge Constitution Bench, had ruled by 4:1 majority on April 28, 1976, that all fundamental rights get suspended during Emergency and individuals did not have a right to approach constitutional courts for protection.

Forty one years on, his son Justice DY Chandrachud overruled the verdict, saying, “The judgments rendered by all the four judges constituting the majority in ADM Jabalpur are seriously flawed.”

Justice Chandrachud was supported by two other judges — Justice RF Nariman and Justice Sanjay Kishan Kaul — who also overruled ADM Jabalpur verdict.

Much of the problems created by the ADM Jabalpur verdict were corrected by the 44th Constitutional Amendment but the formal overruling can be seen as an attempt by the judiciary to counter criticism for its failure to protect citizens’ fundamental rights during the Emergency.

Justice DY Chandrachud went on to justify the minority verdict delivered by Justice Khanna in the case, saying, “The view taken by Justice Khanna must be accepted, and accepted in reverence for the strength of its thoughts and the courage of its convictions.”

Justice Chandrachud said: “Justice Khanna was clearly right in holding that the recognition of the right to life and personal liberty under the Constitution does not denude the existence of that right, apart from it nor can there be a fatuous assumption that in adopting the Constitution the people of India surrendered the most precious aspect of the human persona, namely, life, liberty and freedom to the state on whose mercy these rights would depend.

“Such a construct is contrary to the basic foundation of the rule of law which imposes restraints upon the powers vested in the modern state when it deals with the liberties of the individual. The power of the court to issue a Writ of Habeas Corpus is a precious and undeniable feature of the rule of law,” said Justice DY Chandrachud.

He said: “No civilized state can contemplate an encroachment upon life and personal liberty without the authority of law. Neither life nor liberty is bounty conferred by the state nor does the Constitution create these rights. The right to life has existed even before the advent of the Constitution. ""In recognising the right, the Constitution does not become the sole repository of the right. It would be preposterous to suggest that a democratic Constitution without a Bill of Rights would leave individuals governed by the state without either the existence of the right to live or the means of enforcement of the right. The right to life being inalienable to each individual, it existed prior to the Constitution and continued in force under Article 372 of the Constitution.”"
Colours of healing,"Art helps make sense of suffering. This therapy is coming to the rescue of children undergoing behavioural issues

Surekha Kadapa-Bose

The working parents of a four-year-old girl were in for a shock when they approached a pediatrician to understand their child’s distracted behaviour. Since the child was unable to communicate, the doctor gave her crayons and paper and asked her to draw and play with colours. A few such sessions, and the doctor and her team realised that over and over again the child was highly agitated and was drawing pictures of the male genital.

“Fearing sexual abuse at the day care centre where the parents left the child everyday, we concluded the worst. However, luckily we found that she hadn’t been abused. The caretaker women at the day care centre would look at porn magazines and watch porn videos. Invariably, the child, too, was a mute spectator. This was adversely affecting the mind of the child,” said Dr Anjana Thandani, a Mumbai-based consultant pediatrician and national secretary of Growth, Development and Behavioural Pediatrics Academy.

Dr Thandani is among the many therapists who are opening up to the benefits of art therapy to counsel and treat patients, particularly children, with emotional and behavioural problems.

The world is witnessing traumatic times. Increasing crime on streets, insurgency, terrorism and domestic violence, including physical, verbal and sexual attacks are said to be the leading cause of behavioural problems. It’s here that art is coming to the rescue of those affected by such issues. From diagnosing to treating such persons, art is being used as a therapy.

To quote famous painter Pablo Picasso, “Art washes from the soul, the dust of everyday life.”

“Often children become mute spectators to these horrors and find it difficult to tackle emotions. As they are too young to understand what’s happening around them, they don’t know how to express their fears. This is when we use art therapy which includes visual, music, dance and, of course, painting. In case of children, painting comes very handy. It helps us to know what ails their mind’’, adds Dr Thandani.

Many children find it difficult to verbally communicate their emotions. In this sense, non-verbal communication such as writing, drawing or painting becomes an easy tool to express their fears.

Riddhi Doshi, a dance and movement and creative art therapy practitioner who works for Yuva, an NGO which mainly deals with children from slums on the outskirts of Mumbai, says, “Slum dwelling children are always under the constant threat of losing homes by demolition squads. The day after a demolition drive children are in a highly agitated mental state. We play music and teach them soft and slow movements of hands and legs to calm them down. There are children who can’t even name their body parts. They just say they have pain without knowing the name of the part that is aching. So we started teaching them to draw themselves and then taught them the names of different body parts with different colours”.

At the counselling centres, when given paint, crayons and paper, many children draw a black circle or square and splatter red paint on it. This is indicative of the violence that children face at home. At times, they draw a house with all windows and doors closed. This indicates oppression at home.

“When older schoolgoing children are asked to draw a solar system with plastic balls of different colours imagining themselves as the Sun, they invariably place the person whom they fear the most the farthest. If they name the last ball as father, mother, uncle, aunt or siblings, we know where the trouble lies,” explains Zill Botadkar, founder of the 15-year-old Lighthouse Centre, which has been using art to heal children, adolescents and adults in upmarket South Mumbai.

Once the problem is diagnosed, then the therapy of healing begins. From understanding the problem to complete healing, the process may take weeks, months, and sometimes years too. But the therapy has been found to be a useful communicator in self-expressing and increase coping skills to find a balanced life.

“I make art when I can’t gather the words to say”. These words by Australian author Nikki Rowe, who was diagnosed with a CRPS warrior (Complex Regional Pain Syndrome), conclude the role that art can play in coming out of pain."
Brides Wanted,"The Oxford dictionary defines privacy as a state in which one is not observed or disturbed by other people,; now, the word finds an approval from the Supreme Court, which, in a verdict on Thursday, passed the ‘right to privacy’ as a fundamental right."
"The Tribune: Delhi, NCR news","NEW DELHI:The enthusiasm among the residents of Bawana Assembly constituency appears to have received a beating if the voters’ turnout for the seat—which saw a decline from 2015 Delhi Assembly elections’ 61.83 per cent to 45 per cent—is anything to go by. The voting began at 8 am and progressed at a slow pace in the first few hours and rose to 24.39 per cent even after five hours of voting at 1 am, said officials.

Tribune News Service

New Delhi, August 23

The enthusiasm among the residents of Bawana Assembly constituency appears to have received a beating if the voters’ turnout for the seat—which saw a decline from 2015 Delhi Assembly elections’ 61.83 per cent to 45 per cent—is anything to go by.

The voting began at 8 am and progressed at a slow pace in the first few hours and rose to 24.39 per cent even after five hours of voting at 1 am, said officials.

Over 2.94 lakh electors were eligible to exercise their franchise in the bypoll carried out through 379 polling stations where EVMs equipped with Voter Verifiable Paper Audit Trail (VVPAT) were used.

Glitches were seen in the machines, with polling body confirming the same. As per officials, five ballot units (BU) and control units (CU) each while 34 VVPAT devices were replaced during mock poll while one BU and CU each and 17 VVPATs had to be changed due to error report while polling was under way.

Besides, no untoward incident was reported from the area during the day, said polling officials.

The north-west Delhi seat was expected to have a three-cornered contest between the ruling Aam Aadmi Party (AAP), the Bharatiya Janata Party (BJP) and the Congress even as eight candidates are in the fray in the election.

All three major political parties are eyeing a victory in the bypoll seeing it as an indicator of their political influence. The AAP enjoying an overwhelming majority in the Assembly wants to win the by-election to boost its confidence, especially after successive setbacks in the civic polls, the Rajouri Garden Assembly polls and the Punjab and Goa elections. The AAP has fielded Ram Chander from the constituency

On its side, the saffron party having just four members in the 70-member House hopes to continue its winning streak in the national Capital while the third major contender of the Congress is keen to open its account after being relegated to zero seat in the Assembly.

It has fielded its former three-time MLA from Bawana, Surender Kumar who is contesting against AAP’s Ram Chandra and the BJP’s nominee Ved Prakash, whose resignation as an MLA from Bawana actually led to the bypoll.

Prakash had contested the 2015 Assembly elections on an AAP ticket and left the AAP to join the BJP in March this year. The counting will take place on August 28.

FIR against Hussain

Minister Imran Hussain has been booked for allegedly “issuing” pamphlets seeking votes in the name of religion for the Aam Aadmi Party in the Bawana Assembly bypoll, said a senior police official.

The complaint was filed by the returning officer of the Bawana bypoll. An FIR was registered in connection with the matter yesterday at the Bawana Police Station, said the official.

Therefore, a case has been registered under the relevant sections of the Representation of the People Act and the Indian Penal Code, the police said.

The complainant alleged that ""the pamphlet prima facie makes an appeal to the Muslim residents of Bawana to vote for ‘quom’ (community). In addition to this other objectionable and communal appeal has been made (sic)"".

A BJP delegation, led by its president Manoj Tiwari, today raised the issue with the Chief Election Commissioner, a spokesperson for the party said.

""The delegation demanded action against Hussain for seeking votes in the name of religion,"" said Leader of Opposition Vijender Gupta."
Blue plaque for first black actor,"Shakespearean theatre manager Ira Aldridge was honoured 150 years after his death

Chantal Da Silva

Britain’s first black Shakespearean actor has been honoured with the unveiling of a blue plaque in Coventry. Ira Aldridge became manager of the Coventry Theatre in 1828, after impressing the city’s residents with his acting talent on a tour. The actor, who died 150 years ago, put on performances that are believed to have inspired the people of Coventry to petition Parliament to abolish slavery. Aldridge was honoured by the city of Coventry, with the Lord Mayor Tony Skipper unveiling a blue plaque celebrating his legacy as the UK’s first black theatre manager. “It’s very important,” Professor Tony Howard, who leads Warwick University’s Multicultural Shakespeare project. “He’s been admired and respected for a long time as the first black Shakespearean actor, but many people are less aware of the fact that he had also been the first black theatre manager.” The ceremony marked the 150th anniversary of his death and was attended by actor Earl Cameron, who is widely celebrated as one of the first black actors to break the “colour bar” in the UK. Cameron was also trained by Aldridge’s daughter Amanda and was invited as a guest of honour at the plaque unveiling. Aldridge was born in New York in 1807 and worked as an actor in the US until the 1920s when he migrated to England after being brutally beaten in racist attacks. He rose to fame in the UK, managing to break down racial barriers, playing principal roles, including Romeo, Hamlet, Othello and later on, King Lear. The actual theatre that Aldridge managed was demolished long ago, but the permanent memorial will mark the site where it would have stood. “It’s a reminder of the fact that cities come and cities go; they go through periods of strength and depression. That’s why we have to honour those moments, when people do the unexpected,” Professor Howard said. “I think the city is very proud and very happy,” he added. Aldridge has already been honoured with a blue plaque in the London borough of Bromley at a home where he once lived as part of the English Heritage scheme. The Sam Wanamaker Playhouse at Shakespeare’s globe will also be honouring the actor with an event called “Against Prejudice: A celebration of Ira Aldridge” on September 19.— The Independent"
"The Tribune, Chandigarh, India","As the pitfalls of global warming and jungles of concrete swarm our planet, some unknown, unsung heroes are quietly working to make our environment and world a little better

20 Aug 2017 | 12:35 AM

There are two types of people in the world — the doers and the rest. Times when Mother Earth is witnessing abnormal climatic conditions and concrete jungles are fast replacing the green cover; some doers are working relentlessly to make things better for themselves, the rest and the rest of the rest.

[ + read story ]

Eesha Duggal

There are two types of people in the world — the doers and the rest. Times when Mother Earth is witnessing abnormal climatic conditions and concrete jungles are fast replacing the green cover; some doers are working relentlessly to make things better for themselves, the rest and the rest of the rest. They are the ones who cared to stop by, smelled the roses, ploughed their own fields, then someone else's till their acts became contagious and sparked a movement. Here's to the everyday eco-heroes who refused to be non-participants, who started as one-man armies, faced the heat and still ushered in positive changes. Now in the latter part of their lives, these persons promise to leave the world a greener and finer place.

Jungle all the way

Jagat Singh Chaudhary, a BSF soldier, had just been home on leave in the fall of 1973 when a village woman, out to get fodder, fell down a mountain and sustained fatal injuries. The incident might have been unfortunate in every way, but it wasn't anything new for Kot Malla and many other villages of Rudraprayag district of Uttarakhand, where trekking to treacherous heights for essentials like water and fodder was part of every woman's daily routine.

The incident kept the young soldier up all night. The rest of his holidays were spent finding ways to improve the plight of the womenfolk of his village. Little did he know that what he would eventually start as an unfeigned attempt to provide respite to his fellow villagers would one day earn him a special name.

Chaudhary decided to grow plants on a wasteland his father owned, which was not just barren, but also uneven and stony. In 1980, he decided to hang up his boots and started cultivating these two barren hectares. Since no water was available in the vicinity, Jagat would walk 3 km daily, carrying water pots on his shoulders. His unbridled enthusiasm was infectious. Many others were inspired to go the ‘Jungli ‘way. Jungli was the name villagers gave the retired soldier.

After turning an unyielding land into a jungle of mixed plants, Jungli started planting cash crops such as ginger, turmeric, pulses, vegetables and herbs, which not only benefited the environment, but also provided livelihood to people.

Suman Saurabh, a Delhi university student, made Jungli’s work the focus of his post-graduation thesis. “There are very few people who're doing the real work. I came to know about Jagat sir from my professor. A visit to his jungle in Rudraprayag was so inspirational that I decided to study it further,” maintains Suman.

In 2007, Chaudhary was invited by HNB Garhwal University, Srinagar, to develop a model forest on the campus, which he did till 2010.

He’s been undertaking plantation activities using wood, stone and pit technology. Now 70, ‘Jungli’ says he wants to save the future generations from the ill-effects of environment change; that’s why all the efforts.

Chamba's Chipko campaigner

Sunderlal Bahuguna’s Chipko Movement of 1981 offered meaning and purpose to many people across the country. Though working for the cause of environment since 1973, the movement marked an important event in the life of Kulbhushan Upmanyu of Kamla village in Chamba, Himachal Pradesh, who marched from Kashmir to Kohima as part of the movement.

After school, Upmanyu decided to cultivate a piece of land in his village. A small field could not contain this young man’s dream, who refused to turn a blind eye to the problems his fellow villagers faced. Soon, he formed a development group with other villagers in 1973, where they addressed issues of villagers without any government help. He started working towards making the village self-sustainable.

What Bahuguna’s movement gave Upmanyu was a reason to concentrate on forests. He soon became a frontline campaigner in spreading awareness on forest conservation. That time, pine and eucalyptus plantation was under way on a large scale in Himachal, a dangerous practice which was set to jeopardise the ecosystem of the region and put villages in a major fodder crisis. Upmanyu stood up against the destructive move and launched a campaign. His consistent efforts bore fruit and after a seven-year fight, eucalyptus plantation was banned on the government land across the state and pine plantation was majorly discouraged. Owing to his endeavours to protect forests in the years to follow, oaks and rhododendron were declared protected in Himachal.

“It's important to focus on two things — plantation and systematic waste disposal. In plantation, we have to bring in more multi-purpose species and avoid pine and eucalyptus. There's also a need to learn the scientific ways of garbage disposal. The authorities should adopt the European model of waste disposal, which almost eliminates the chances of pollution,” says Upmanyu.

“I have always been interested in forestry. About five-six years ago, I met Upmanyu ji and joined him. He's been working for the preservation of forests for decades and his contribution is inspirational,” says Ranjeet of Chamba.

For many years, Upmanyu has been running an NGO — Himalaya Bachao Samiti. He now usually takes up advocacy work, but that, by no means, stops him from daily escapades into the wild.

The eco-warrior from Marathaland

When Ravi Purandre landed in India after spending the prime years of his life in the Gulf, he threw away his passport to purposely banish the temptation to travel any further.

Besides the warmth and love of his family, returning home to Pune also meant starting anew and finding a job. While still looking for one, he would unpremeditatedly wander off to Hanuman Tekdi — a bleak and lifeless hill, which had long been a haven for gamblers and drunkards.

The year was 1999, the hill was barren and Purandre had an idea whose time had come. He wanted to make Hanuman Tekdi green. He started planting saplings on the hill. Soon he met Srikant Paranjpe, who had already been working in this direction. “Together we started planting saplings and making trenches to harvest rainwater,” says Purandre, as he recalls the onset of the journey.

“One day, I saw NCC cadets practising for the RD parade at the Symbiosis College ground. When you have an unwavering commitment to your work, it's almost impossible not to connect it with everything you see. So yes, I saw these spirited children sweating it out and realised there was little that could match their verve and vibrancy. I wanted to rope in children and bring them to the hill for helping us. But above all, I believed that we, adults, had a responsibility that ran deeper than our subjective goals. It is not only wise, but also indispensable to inculcate regard and respect for nature in our young ones,” he asserts.

Pune schools and colleges, too, realised there was a wide scope for EVS activities at the once insipid Hanuman Tekdi. “We'd have youngsters working, laughing and eating together all day. It never felt like work,” says Purandre.

All along, the facelift of the hill was a matter inspiring enough to pique the curiosity of Pune residents, who now started dotting the hill for their walk.

In 2004, his group started getting support from the Pune Municipal Corporation.

“Moving ahead, we started making coco peat using a shredder, which I, being a mechanical engineer, designed myself. Once crushed, coco peat is used for mulching. It retains moisture like nothing else. A complete waste for the city, coconut shells were a treasure for our plants,” explains an innovative Purandre.

Pune had been facing a problem of leaf litter for a long time. Purandre came to the rescue, yet again. “Two years ago, we created six tonnes of best-quality compost using leaf litter, putting an end to the problem. Our target is to make 30 tonne compost by the end of this year and I am confident that we'll find the first-of- its-kind leaf shredding solution in India,” he asserts.

Eighteen years have passed since Purandre and his team started rainwater harvesting and plantation on the rocky Hanuman Tekdi. Today, the hill is unrecognisable with green cover over 60 acres. Three heart attacks and a bypass surgery has failed to shake Purandre's resolve. Every morning, he walks up the hill, his steps hard to match, while children from nearby schools flock the area to assist him. “Is it work?” It’s not, they know."
Get the maximum out of your diet,"WELLNESS

Mridula Wattas

Our body needs vitamins to function efficiently. They play important roles in metabolism, immunity and digestion. The vitamins, our bodies need, can be broken down into two groups: fat-soluble vitamins and water-soluble vitamins. Fat-soluble vitamins like A, D, E and K rely on fats to be digested. A lack of healthy fats in the diet can lead to deficiencies of fat-soluble vitamins. But if taken in excess these can be harmful to the body as these cannot be excreted easily. Water-soluble vitamins include vitamin B complex and the vitamin C. Excess intake is excreted in the urine. Because our bodies can’t store these vitamins, we need to take them regularly. The important minerals required by our body during different stages of life are calcium, iron, zinc, magnesium. A healthy balanced diet normally provides all these minerals in sufficient amount. The recommended dietary allowance (RDA) of various vitamins and minerals are far more than the actual requirements of our body. Because while calculating the RDAs, it is assumed that only a small percentage is actually absorbed from the food we eat. So we should make sure that our vitamin and mineral needs are met by making conditions favourable for maximum absorption of these vitamins and minerals by our digestive system. This way we can meet our daily needs by having lesser amount of these nutrients. The absorption can be maximised in the following way

Deworming

Parasitic infestations in the gastro-intestinal tract hinders the absorption of these nutrients. Even adults can have these infestations if they tend to eat out a lot because the food handlers or cooks could be the carriers. Hence, regular deworming is the must

Avoid wrong food combinations

Avoid eating palak and paneer together as the oxalate from palak combines with the calcium from paneer inhibiting calcium absorption from the gut. Do not drink tea or coffee with meals as the tannins present in both the tea and the coffee inhibit the absorption of iron from the food. Do not eat fruits along with the meals. The best time to eat fruits is on an empty stomach in morning, or as a snack between breakfast and lunch. This will ensure that all vitamins and minerals present in the food are fully absorbed. Do not drink water with meals as it dilutes the enzymes in the mouth and digestive tracks leading to in incomplete digestion and absorption of food.

Eating the right combinations

Lemon juice is a good source of vitamin C and should be taken with iron-rich foods such as spinach, quinoa, chia seeds, lentils, oatmeal and soybeans. Sulphur-rich foods like garlic and onion should always be added while cooking mutton, chicken because sulphur helps in the absorption of zinc and iron present in these foods.

Soaking and sprouting

Soaking and sprouting of cereals and pulses increases their vitamin C and B complex content and bioavailability. Eat probiotic and prebiotic foods To keep your gut healthy you need to maintain a healthy micro flora in your gut. Add the following foods in your diet which help to increase the healthy bacteria in your gut. These are prebiotic foods like banana, pineapple, garlic, onion, cucumber and flax seed. Probiotic foods like curd and yoghurt should also be added. Health and wellness is something which we all desire. Most people look for an easy way to attain it. The internet is flooded with information regarding the extra-ordinary role of some vitamins and minerals in achieving health and wellness. While the information may be true but it may not cater to individual needs. Since vitamins and mineral supplements are available over the counter and are considered relatively harmless without any side effects, more and more people fall prey to self medication with these supplements. However, these should always be taken under medical guidance and according to the specific needs of a particular person. The bottom line is that these supplements may be good for you but they do not substitute a balanced diet. Never start any such supplementation without consulting your doctor and in any case eating a healthy balanced diet is of utmost important. The writer is former Head, Department of Dietetics, PGIMER, Chandigarh

The right balance

Low fat milk 1 glass

1 glass Curd/ yoghurt 1 cup

1 cup Wheat flour 75gm

75gm Brown rice 50gm

50gm Spinach 100g

100g Fresh coriander, curry 25gm each

25gm each leaves and mint leaves

Tomato 50g

50g Almonds 30g

30g Pumpkin & watermelon seeds 30g each

30g each Bengal gram whole/soya bean 30gm

30gm Pumpkin 100g

100g Amla one

one Lemon one

one Raisins 30g

30g Rice flakes 30g

30g Jaggery 30g

30g Olive oil 30g

30g Egg one

Here is a list of certain foods if taken daily would provide the vitamins and minerals to our body in accordance with their recommended dietary allowances (vitamin A, E,K, B complex and vitamin C and minerals like calcium, magnesium, zinc and iron). For vitamin D half an hour exposure to sun is recommended.Add condiments and spices like red chillies, green chillies, cumin seeds, mustard seeds, turmeric and cardamom for additional minerals. You can also use millets like jowar, bajra and ragi in your daily diet."
Regional PF office tightens noose around defaulters,"Tribune News Service

Chandigarh, August 23

Tightening the noose around provident fund defaulters, the Regional Provident Fund Office in Chandigarh has started taking action against defaulters who have not deposited provident fund dues with the department. As on August 22, imprisonment for 13 years and a fine of Rs 1.30 lakh in 13 prosecution cases has been pronounced by the additional session judge, Chandigarh. The department has cautioned the defaulters to immediately clear all dues. “As a sequel to this on August 22, Gurdev Singh and Adwin Porh, enforcement officers from the Regional Office, Chandigarh, arrested Malkit Singh, proprietor of M/s Gill Contractor, who has defaulted in the payment of Rs 5 lakh as provident fund dues. Another attachment of moveable property (car) earlier was done by Gurdev Singh. Another instance saw the arrest of Dhir Singh, proprietor of M/s Secodiya Security Services, Chandigarh, and detention for a period of one year along with a fine of Rs 10,000 in each of his 13 defaults of not depositing PF dues by the additional session judge, said V Ranganath, Regional Provident Fund Commissioner, Chandigarh. Further in a communiqué to the defaulters, the Regional Provident Fund Commissioner-I, having jurisdiction over Chandigarh, Mohali, Patiala, Fatehgarh Sahib and Ropar, has cautioned the defaulters to immediately clear all the provident fund dues payable by them else punitive action will follow, including the arrest of the defaulters, attachment of movable and immovable properties of the defaulters, filing of prosecution cases and lodging of first information report etc."
"Dera verdict tomorrow, full alert in state","Tribune News Service

Chandigarh, August 23

Ahead of the CBI Special Court’s verdict in a case against the Dera Sacha Sauda chief, Punjab has deployed about 25,000 personnel from the paramilitary forces and the state police. The border with Haryana has been sealed, while the Army has been told to remain prepared to be called at a short notice. Senior Range-level officers of the police held a meeting with Army officers in Bathinda, while Muktsar Deputy Commissioner Sumeet Jarangal sought Army deployment in Gidderbaha, one of the sensitive areas. DGP Suresh Arora, who toured various parts of the state today with DGP (Law and Order) HS Dhillon and DGP (Intelligence) Dinkar Gupta, said the police were on maximum alert. “We have adequate personnel. All wings of the government are working in tandem and the situation is under control.” The police top brass said this was the biggest deployment of security forces in the state in the past decade or so. So far, 85 companies of paramilitary forces out of the 250 requisitioned by the state government have reached Punjab. Chief Minister Capt Amarinder Singh has ordered the withdrawal of 1,000 police personnel from VVIP security for posting on field duty to strengthen the security blanket, an official spokesperson said after a meeting attended by Arora, Gupta, Dhillon and others. All schools and colleges in the state would remain closed on August 25. State transport buses will not ply to Haryana that day. Section 144 of the CrPC, banning the assembly of more than four persons in an area, has been imposed across the state. The jail department has segregated inmates who are dera supporters from other prisoners so as to avoid clashes, even as a government spokesperson said the police had seized five walkie-talkies from suspected dera followers. Harcharan Singh, a member of the dera’s state committee, said in Malout: “If the decision comes in our favour, we will celebrate it. But if the court gives an adverse verdict, we have asked the followers to maintain peace as well as law and order. We are holding naam charcha (congregation) here every morning,” he added. Meanwhile, the police and paramilitary forces carried out a flag march in Bathinda today. Bathinda and Mansa districts, which have a sizeable number of dera followers, share their border with Sirsa, the sect headquarters. Forty-two companies of paramilitary forces have been deployed in the seven districts of the Bathinda Zone. IG MS Chhina said all vehicles entering Punjab were being checked. In Mansa, cops carried out a mob-control drill. The 2007 clashes between Sikhs and dera followers had started from this district. In Muktsar, DGP Suresh Arora held a meeting with the civil administration and police officers of Muktsar and Fazilka districts today to review the security arrangements. The respective district administrations have banned the sale of bottled petrol, diesel, acid and other inflammable material. Many fuel station owners have decided to stop the sale of petrol and diesel for the next few days. Arms dealers have been told to suspend operations till further orders.

Education Activist suspends fast

Vidya Bachao Sangharsh committee convener Purshotam Phagguwala, who has been on fast since August 16 in protest against the FCS Foundation for not releasing funds for five Adarsh Schools, on Wednesday suspended his strike in view of the CBI court’s verdict. “I have suspended my fast. I will resume my protest after the court pronounces its verdict,” he said. TNS

Moga bans walkie-talkie sets

District Magistrate Dilraj Singh Sandhawalia on Wednesday banned the use of walkie-talkie sets by private companies and individuals as a preventive measure to avoid any untoward incident. The Army, paramilitary forces and the state police have been exempted from this order, an official spokesman of the district administration said. TNS

BFUHS postpones exams

In view of a tense situation in the state, the Baba Farid University of Health Sciences (BFUHS) on Wednesday postponed the theory examinations of B Pharmacy, Bachelors of Physiotherapy, Masters of Physiotherapy, and B Sc nursing and basic nursing. The exams were scheduled for Friday, the day a CBI court will pronounce the verdict. The university will declare the revised dates for the exams later. TNS"
