Title,Article
The Tribune: Life+Style,"It definitely takes longer, with a little more formalities, to return a faulty product delivered by Amazon. Then why should it take just three words spoken in haste to end a marriage? Well, so question the new-age Muslims (especially women).

A five-member Supreme Court Bench has struck down several hundred years old Triple Talaq, a move that is being widely appreciated. Muslim folks from Tricity share their opinions

Manpriya Singh

It definitely takes longer, with a little more formalities, to return a faulty product delivered by Amazon. Then why should it take just three words spoken in haste to end a marriage? Well, so question the new-age Muslims (especially women). But mind you, we are tampering with several hundred years old integral religious practice to do with a personal law. Nevertheless —Unconstitutional! Unconstitutional! Unconstitutional! So said the Supreme Court Bench comprising five different judges from five different faiths—striking down Triple Talaq by a 3:2 majority. Ever since, it’s been trending, trolling and everything in between.

Enough being said, with a lot more to say on the subject, we go in search of a cross-section of Muslim community from the Tricity.

Cheers to progression

It’s a good decision. I totally agree with and respect Supreme Court banning the controversial Islamic practice. As a working woman and a mother, I feel we work just as hard, sometimes more and the least we expect in return is equality if not special privileges. So I am happy with the decision. My round of applause to the bench that has given the verdict!

— Binder Kaur, Muslim government school teacher, married to a Muslim

Women empowered

It’s a very pro-women development, so I am totally happy with the Supreme Court ruling rendering the Triple Talaq unconstitutional. We can’t talk about women empowerment until we talk about women equality, so it’s a positive step in that direction. Also it takes care of instances where divorce would happen in a fit of rage or other such similar circumstances.

— Jannat Jahan/Niana, former municipal councilor, married to a Muslim

Wait & watch

There’s a part of me that totally agrees with the Supreme Court decision. It’s especially a breather in case where men divorce their wives in a fit of rage. I, especially a father of a baby girl, feel it’s a pro-women step. But at the same time, the detailed verdict of Muslim bodies will be out on this one and as a member of the Muslim community, I will agree with what they have to say too.

— Master Ali, craftsman

The flip side

People murder their wives also in a fit of anger. At least it’s better than that! Further in pursuit of court verdicts, people end up ruining their youth, their life and a significant 10-15 years. At least, this way they can immediately move ahead with their separate lives. It’s a 1,400-year-old law; must have been made keeping some things in mind. I am not saying one should uphold the Triple Talaq law as it is without amendments. If a husband says Triple Talaq, there should definitely be further probe as to under what circumstances and why he said it, but to totally quash someone’s religious practice is not a done thing.

— Muslim cleric in a Sector 20 mosque, who refused to be named

B-town—who tweeted, who didn’t!

Otherwise quite knowledgeable about current affairs and vocal about general developments, interestingly, the likes of Shah Rukh Khan, Amitabh Bachchan and Aamir Khan are yet to tweet, re-tweet or say anything at all on the social media on this issue. Meanwhile, there are some who minced no words and took no time in hailing the verdict.

Anupam Kher: Some decisions are not for pappus or even bhakts. The decision of triple talaq is for the win of women empowerment.

Madhur Bhandarkar: Welcome judgment by Supreme Court to declare triple talaq as unconstitutional. This will start a new chapter in the empowerment of Muslim women.

Dia Mirza: A win for democracy! Historic day for women’s rights in our country.

Kabir Bedi: Since Supreme Court has declared triple talaq “unconstitutional”, why does Parliament have to enact a new law to void it.

manpriya@tribunemail.com region"
"The Tribune: Health, fitness, medicine","TORONTO: Scientists are developing an artificial intelligence based system to help detect melanoma — a deadly form of skin cancer — in its early stages.

Toronto

Scientists are developing an artificial intelligence based system to help detect melanoma — a deadly form of skin cancer — in its early stages.

The system, built by researchers at University of Waterloo in Canada, analyses images of skin lesions and provides doctors with data on telltale biomarkers of melanoma, which is deadly if detected late, but highly treatable if caught early.

It deciphers levels of biomarker substances in lesions, adding consistent, quantitative information to assessments currently based on appearance alone, researchers said.

In particular, changes in the concentration and distribution of eumelanin, a chemical that gives skin its colour, and hemoglobin, a protein in red blood cells, are strong indicators of melanoma, they said.

The artificial intelligence (AI) system — trained using tens of thousands of skin images and their corresponding eumelanin and hemoglobin levels — could initially reduce the number of unnecessary biopsies, a significant health-care cost, researchers said.

It gives doctors objective information on lesion characteristics to help them rule out melanoma before taking more invasive action.

""This could be a very powerful tool for skin cancer clinical decision support. The more interpretable information there is, the better the decisions are,"" said Alexander Wong, a professor of systems design engineering at Waterloo.

""There can be a huge lag time before doctors even figure out what is going on with the patient. Our goal is to shorten that process"" Wong added. PTI"
The Tribune: Science,"23 Aug 2017 | 4:46 PM

WASHINGTON: Scientists have found a way to recycle human urine into food supplements and plastics, an advance that may make long duration space trips more feasible.

[ + read story ]

Washington

Scientists have found a way to recycle human urine into food supplements and plastics, an advance that may make long duration space trips more feasible.

Astronauts cannot take a lot of spare parts into space because every extra ounce adds to the cost of fuel needed to escape the Earth's gravity.

""If astronauts are going to make journeys that span several years, we will need to find a way to reuse and recycle everything they bring with them. Atom economy will become really important,"" said Mark A Blenner, from the Clemson University in the US.

The solution lies in part with the astronauts themselves, who will constantly generate waste from breathing, eating and using materials.

Unlike people on Earth, Blenner said, spacefarers would not want to throw any waste molecules away.

Researchers are studying how to repurpose these molecules and convert them into products the astronauts need, such as polyesters and nutrients.

Some essential nutrients, such as omega-3 fatty acids, have a shelf life of just a couple of years, said Blenner.

They will need to be made en route, beginning a few years after launch, or at the destination.

""Having a biological system that astronauts can awaken from a dormant state to start producing what they need, when they need it, is the motivation for our project,"" Blenner said.

The biological system includes a variety of strains of the yeast Yarrowia lipolytica. These organisms require both nitrogen and carbon to grow.

Researchers discovered that the yeast could obtain their nitrogen from urea in untreated urine. Meanwhile, the yeast obtains its carbon from CO2, which could come from astronauts' exhaled breath, or from the Martian atmosphere.

However, to use CO2, the yeast requires a middleman to 'fix' the carbon into a form they can ingest.

For this purpose, the yeast relies on photosynthetic cyanobacteria or algae provided by the researchers.

One of the yeast strains produces omega-3 fatty acids, which contribute to heart, eye and brain health. Another strain has been engineered to churn out monomers and link them to make polyester polymers. Those polymers could then be used in a 3D printer to generate new plastic parts.

Researchers are continuing to engineer this yeast strain to produce a variety of monomers that can be polymerised into different types of polyesters with a range of properties.

For now, the engineered yeast strains can produce only small amounts of polyesters or nutrients, but the scientists are working on boosting output.

They are also looking into applications here on Earth, in fish farming and human nutrition. For example, fish raised via aquaculture need to be given omega-3 fatty acid supplements, which could be produced by Blenner's yeast strains. PTI"
5-year jail for retired Col,"DISPROPORTIONATE ASSETS CASE

Chandigarh, August 22

The special CBI court here today sentenced Col BS Guraya (retd) to five years in jail and imposed a fine of Rs 1 lakh on him in a disproportionate assets case. Judge Gagangeet Kaur also ordered that disproportionate assets worth Rs 66.94 lakh of Colonel Goraya would be confiscated by the state. He was found guilty under Sections 13 (1) (e) and 13 (2) of the Prevention of Corruption Act and was taken into police custody on August 18. The case had been pending for 28 years. Colonel Guraya’s family members were present in the court. Later, they were seen in deep discussion outside the court as they awaited a copy of the judgment. Colonel Guraya’s counsel SPS Bhullar said they would approach the High Court “as soon as possible”. He expressed displeasure over the “delay” in the judgment. “The sentence was announced after 5 pm; it shows lack of preparation on the part of the Judge,” said Bhullar. It was stated that between January 1987 and August 1990, Colonel Guraya, as a serving Army officer, and some others had acquired properties worth Rs 82.58 lakh. The properties were disproportionate to his known sources of income. The CBI court, during the trial, had also attached the Sector 9 house of the former Army officer. — TNS"
All for six gold bangles,"Surinderjit Singh Sandhu

Surinderjit Singh Sandhu

I STILL have nightmarish memories from my childhood in Amritsar in the 1960s, when big landlords would flee their houses whenever a tehsildar or a naib-tehsildar visited their village for the recovery of land revenue and taccavis (loans). He would go back after attaching and taking away some cattle and household goods of defaulters. This horrifying visit would start the process of searching for a better-off relative or acquaintance for credit of hundred rupees or so to pay revenue etc. The peasantry has remained a deprived class in spite of government claims of granting it favours. The Partition had set in motion the beginning of long tales of woe of millions of displaced farmers. Their rehabilitation was accompanied by the consolidation of holdings, which brought for them immense misery. Then came the security of the Land Tenure Act in 1953 to limit landholdings. The 1970s consolidated the Green Revolution, but gave another blow to farmers by way of enactment of the Land Reforms Act, further reducing the landholdings. The government legislated the Punjab Commercial Crops Cess Act, 1974, fixing Rs 3 per crop per acre each season for chillies, cotton, mustard seeds, potatoes, sugarcane, etc., in addition to the land revenue and surcharge. Along with the Green Revolution, Punjab saw the emergence of the Naxal movement. Sangrur district was considerably affected by it. A renowned revolutionary leader, Teja Singh Swatantar, represented Sangrur in Parliament. So, the peasantry in the area was spirited to call in question any government action, which it deemed was not in its interest. Farmers refused to pay revenue, water rate and commercial crops cess in protest. In those days, this collection was reviewed every month. The SDMs of Sangrur had to feel small in these meetings. The government took a serious view and decided to seek police help. I was under training in the revenue department and was assigned two villages. A police inspector and 20 policemen accompanied our team of revenue officers. We started at 4 am and reached the village in an hour. The nambardar took us to a big house. The door was opened by a perplexed man who argued that he would pay only when the entire village paid. The villagers got wind of our raid and started pouring in, raising slogans. However, looking at the number of armed policemen, some of them courted arrest. We started attaching articles like sewing machines, utensils and cattle. The scene was pathetic, even big houses did not have anything of visible valuable. In one house, only a young boy and a girl were present. The girl said she would pay if even one person from the village paid it. The tehsil jamadar tried to enter the house, but she warned him against it. Angry, she went inside and returned with six gold bangles. ‘My father bought them for my dowry before dying. Take them.’ Saying so, she burst into tears. We entered the bangles as attached items and tried to comfort her, saying once the arrears were cleared these would be returned. But she slammed the door. After some days, hundreds of villagers came to pay her revenue and take the bangles back."
Tension grips Karnal village after clash between two groups,"Two tractors and two bikes torched, several shots fired

Parveen Arora

Tribune News Service

Karnal, August 23

Tension gripped Manchuri village in the district after a clash between two groups over a panchayat land of around three acres on Wednesday morning.

Two tractors and two bikes were torched by the mob. Several shots were reportedly fired. More than 10 persons sustained injuries and are admitted at Kalpana Chawla Government Medical College and Hospital (KCGMCH).

A large number of police personnel have been deployed in the village to maintain peace and harmony.

As per the residents, the incident took place at around 10.30 am over a land of around three acres of panchayat, which was allotted for a school.

A group was trying to encroach upon the land by moving tractors in it today, following which the residents of the village reached there and objected, which led to this incident. While the other group claimed of having a stay order in their favour.

As per the eyewitnesses, some of the residents set the two tractors and two bikes on fire. These tractors and bikes were belonging to those who came there to harvest land.

The injured have been identified as Amar Singh, Renu, Raj Kumar, Kajal, Raj Kumar, Nafe Singh, Darbara Singh, Jhirmal Singh, Balwinder Singh, Balkar Singh, Bakhshish Singh and others.

Darbara Singh said they have a stay order of this land in their favour, that’s why they went there to take the possession.

While from the other side, Rohtash, a resident of the village, said that it was panchayat land and was allotted for school, but some persons wanted to encroach upon it.

DSP Assandh Dalbir Singh rushed to the spot with heavy police force and took the situation under control.

“We are investigating the case and statements are yet to be recorded from both the sides. We will also verify the revenue record to ascertain the reality,” said the DSP.

SP Jashandeep Singh Randhawa confirmed that the shots were fired and the police have been deployed there to maintain law and order.

Four persons of one party sustained bullet injuries, while four persons of other party have injuries from sharp-edged weapons."
Graft: 14 held in 50 days,"Chandigarh, August 22

The Vigilance Bureau, as part of its ongoing drive against corruption, has nabbed 14 officials and two individuals while allegedly accepting bride since July, an official press release said here on Monday. Caught red-handed while accepting the bribe money, the bureau has booked at least six police personnel and five from the Revenue Department, besides others. An official spokesperson said as many as 13 challans were presented in the courts during the same period. At least 14 inquires had also been registered, separately against public servants. During the same period, Ravinderpal Singh, former production manager, Markfed, Kapurthala, was convicted and sentenced to two years’ imprisonment with a fine of Rs 5,000. In another case, Parkash Singh Sandhu, executive officer, Improvement Trust, Kapurthala, was imprisoned for five years with a fine of Rs 50,000. — TNS"
Purohit walks out of jail after 9 years; reports back to his Army unit,"New Delhi, August 23

Soon after walking out of a jail in Maharastra on bail after nine years, Lt Col Shrikant Prasad Purohit, an accused in the 2008 Malegaon blast case, on Wednesday reported back to an Army unit in Mumbai.

Army sources here said he reported to the liasoning unit of the Army’s Southern Command in Mumbai and is currently staying at an Army establishment in the city.

They said Purohit, an officer from intelligence corp, is likely to go to his unit in Pune where he was working before his arrest in the Malegaon blast case in late 2008.

He was released from Taloja jail in neighbouring Navi Mumbai earlier today, two days after the Supreme Court granted him bail observing that there were contradictions in the charge sheets filed by different investigating agencies probing the case.

The sources said the Army headquarters will review his suspension from service after examining the court order.

During his stay in his unit, Purohit will be under various restrictions including his movement inside the unit.

The sources said the Army headquarters will study the Supreme Court’s order granting him bail and accordingly a call will be taken on whether to revoke his suspension from service.

Asked about the escort provided to Purohit after he came out of the jail, the sources said he was given the protection considering possible security threat to him.

Purohit, who was posted with a unit under Southern Command and was an officer from intelligence corp, was suspended from service soon after he was arrested in connection with the Malegaon blast case in late 2008.

After the report of the Court of Inquiry (CoI), Purohit’s salary and allowances were restricted to 25 per cent of his total pay but it was increased to 75 per cent following an order by the Armed Forces Tribunal (AFT), the sources said.

Purohit had approached the AFT after the cut in his salary following report of the CoI.

Six people were killed in the blast on September 29, 2008, at Malegaon, a communally-sensitive textile town in Nasik district of north Maharashtra.

The apex court set aside the April 25 verdict of the Bombay High Court denying bail to Purohit, but imposed certain restrictions while granting him relief. — PTI"
"Punjab, Haryana on maximum alert ahead of Dera verdict","Tribune News Service



Chandigarh, August 23

Over one lakh followers have reached Panchkula as Haryana and Punjab maintain maximum alert ahead of the court judgment in a rape case against the Dera head. As a precautionary measure, the government has ordered closure of schools and colleges in Panchkula district on August 24 and 25, Deputy Commissioner Gauri Parashar Joshi said on Wednesday.

Haryana Government also declared a holiday for August 24 and 25 in government offices and banks situated in Sectors 4, 5 and 6 in Panchkula district.

Many followers are still arriving at the sect’s Sector-23 based ‘Naam Charcha Ghar’ (congregation/prayer centre) in Panchkula to show their solidarity with the sect chief, who has been asked to appear in person in the special CBI court on Friday.

(Follow

The Tribune on Facebook

; and

Twitter @thetribunechd

)

Highlights:



Joshi said the administration and police were keeping an eye to ensure that law and order was maintained. There is heavy police and paramilitary forces’ deployment near the routes leading to the district court complex in Panchkula, where the lawyers have suspended work for three days from Wednesday to avoid inconvenience to the public visiting the courts.When asked if the dera chief would appear before the court in Panchkula on Friday, a spokesman of Dera Sacha Sauda on Wednesday said the sect and its head had always followed law and would do so in future also. “We have always followed due process of law, never have we gone out of law’s purview and never ever will we do so,” he said. When asked if Gurmeet Ram Rahim Singh would appeal to his followers to help maintain law and order and peace, he said, “During his satsangs (at sect headquarters in Sirsa) in mornings and evenings, Guruji always talks about humanity and things which will benefit humanity. He talks about tree plantation, organ donations, blood donation and helping out weaker sections.” Security forces in Haryana and Punjab have been taking out flag marches at many sensitive places. The Haryana government has already clamped prohibitory orders in all its districts as a precautionary measure. Police have set up barricades at several places in the two states, besides their common capital Chandigarh, where security has been further tightened ahead of the court verdict.Amid reports that the dera followers could stock petrol, lathis and other weapons at Naam Charcha Ghars, Punjab Police have asked all its SSPs and other top-ranking police officials to be alert against any such action by the followers if the court verdict goes against the Dera chief. Haryana’s Additional Chief Secretary (Home) Ram Niwas said that carrying of any kind of stick or weapon had been prohibited at Naam Charcha Ghars of dera followers in the state. Authorities in Haryana are making every effort to ensure foolproof security arrangements, with a senior official firmly saying that they would not allow a repeat of things as witnessed in November 2015 when there was a two-week tense standoff between the self-styled ‘godman’ Rampal’s followers and the police in Hisar during which five women and a child had died. Rampal was later arrested and close to 15,000 of his followers were evacuated from his sprawling premises in Hisar. While Haryana DGP BS Sandhu has already toured sensitive districts in the state, including Sirsa, Fatehabad, Hisar and other places during the past few days, his Punjab counterpart Suresh Arora on Tuesday took a whirlwind tour of Bathinda, Mansa, Moga, Patiala, Ludhiana, Fatehgarh Sahib and Mohali districts, and checked preparedness. Heavy police has been deployed in Bathinda, which shares its border with Sirsa, where the dera has its headquarters. Union Territory Chandigarh’s Home department has declared the cricket stadium in Sector 16, which was associated with early training days of legendary Kapil Dev and has hosted several domestic and international matches, as ‘temporary jail’ on August 25. Officials have said the ‘temporary jail’ can be used to confine people suspected of creating law and order problem on Friday. Senior cops and administrative officers of Haryana, Punjab and UT Chandigarh have been holding confabulations to take stock of the security arrangements.Haryana Chief Minister Manohar Lal Khattar has also held parleys with top police and administrative brass. The Haryana government has also requested the Centre to provide 115 companies of paramilitary forces, out of which many have already reached the state. Duty magistrates have been deployed at all locations in Haryana. While Punjab had already received 75 companies of central forces, Haryana got 35 companies to maintain security. Police along with paramilitary forces, the CRPF and Rapid Action Force (RAF), SSB held flag marches at vulnerable places, including Moga, Bathinda, Sangrur, Barnala, Patiala, Ludhiana, Panchkula, Sirsa, Fatehabad, Ambala and Hisar. Punjab Chief Minister Amarinder Singh warned against any attempts to disrupt the state’s law and order in view of the upcoming judgment by the Panchkula court. “All steps were being taken to ensure that law and order is not disturbed in any way in the wake of the court orders,” the Chief Minister said on Tuesday. The sexual exploitation case was registered against the Dera chief in 2002 by the CBI on the directions of the Punjab and Haryana High Court after anonymous letters were circulated about the alleged sexual exploitation of two Sadhvis (female followers) by Gurmeet Ram Rahim Singh. However, the dera chief has denied these charges.

*Dera followers keep pouring into Panchkula

*Security tightened in Panchkula with police frisking the followers at all entry points to the town *Security personnel holding flag marches at various places *As a precautionary measure, Chandigarh Police bar the use of escalators at the local railway station

*At Muktsar, Punjab DGP Suresh Arora holds a meeting with the civil administration and police officials of Muktsar and Fazilka districts to review security arrangements

*The DGP says, “We have enough force. There are magistrates, police magistrates and paramilitary forces. All are working in tandem and the situation is under control.”

*10 senior IPS officers to be deployed in Panchkula

*Haryana gets eight more companies of security forces

*Social media being monitored

*Internet services may be suspended depending on the situation * At Jhajjar, Department of School Education authorises DEOs to postpone the monthly assessment test commencing from Thursday if law and order situation demands so

*Jhajjar police directs all petrol pump owners in the district not to sell loose petrol and diesel; SHOs asked to ensure the deposit of all weapons by dera followers; hotels and inns told not to let dera followers and other suspected people stay on their premises

*Leave of Haryana DCs, SDMs, police officers and personnel cancelled

*Temporary jails to be notified all over Haryana

*At Bhiwani, the administration led by the DC and SP holds a meeting with sarpanches and other prominent people of villages and towns at a resort, asking them to cooperate with the authorities in maintaining law and order

*Some private schools in Chandigarh declare holiday on August 24 and 25

*Haryana govt directs all civil surgeons to cancel leave of health staff till August 30 *Kurukshetra DC holds a meeting with dera followers and govt officials in Pehowa sub-division to ensure peace

*In Kurukshetra, Haryana Education Minister Ram Bilas Sharma appeals to dera followers to maintain peace and respect the verdict of the CBI court; he says the government will arrange food and water for the dera followers at various places on compassionate grounds

*In Ludhiana, the DGP is arriving in the city for a meeting with Commissioner of Police *Sources in Haryana CID reveal that more than one lakh dera followers have reached Panchkula *At Sangrur, Punjab DGP Suresh Arora welcomes the invitation of Dera followers, who have invited Punjab Police to check their congregation centres*Jind DC Amit Khatri says dera followers from the district are marching towards Panchkula *Intelligence sources say followers from various districts were also gathering in a large number in Sirsa, the headquarters of the Dera

*As many as 97 CRPF companies, including Rapid Action Force, to be deployed in Panchkula during hearing on Friday

*Haryana declares holiday in educational institutes, including colleges and universities, till August 25 *Dera followers who were stopped at Ambala started gathering at the bus stand; refuse to go back to their respective places *CM ML Khattar writes to Union Home Minister Rajnath Singh, requesting to send more paramilitary forces to Haryana *Haryana officially put on high alert *At Ambala, ADGP RC Mishra is holding a meeting with dera followers in the city *Administration conducts a flag march in Yamunanagar and Jagadhri *Jawans of CRPF have been deployed along the national highway in Karnal to keep a vigil *Panipat district authority directs all government and private schools, colleges and educational institutes to be closed on August 25 in view of the Dera case.

*Jhajjar district authority postpones de-worming drive for children in view of Dera chief case, the drive was to be conducted in government schools tomorrow.

* UT Administration orders closure of all educational institutions — government, private, aided, unaided, technical — in Chandigarh on August 24 and 25.

*DC Aditya Dahiya issued order that all schools will remain closed on August 25 in Karnal and no school bus would ply in the district."
The Tribune,"Under Pahlaj Nihalani CBFC earned the notoriety of being tyrannical and scissor-happy. Newly-appointed board chairperson Prasoon Joshi, the film industry feels, has on his hands the task of significant course correction

I-Day message from Srinagar & Assam’s Dhubri

A primary school in Dhubri (western Assam bordering Bangladesh) was flooded on Aug 15.

As I sit to write on August 19 which is World Photography Day, I focus on photos, pictures and portraits.

Most of us in India may not be much aware of the drama that has taken place in an American town called Charlottesville.

For years we have bemoaned the country’s education and health system. The time has come for all of us to be catalysts of change

Maqboolpura (‘village of the widows’) and Patti seem to fight a difficult battle against rampant addiction. Lack of gainful employment, skill training and police’s inability to catch the big fish are the biggest challenge for the state govt

For 58-year-old, ''A'' (name withheld on request), it all started when he was only nine years old.

Landslides are becoming frequent as haphazard construction activities continue to weaken the hill stability. A series of tragedies involving hundreds of lives have not made government agencies to rethink development plans

In the times of tragedies, governments are prone to lies, and are extremely fond of setting up committees.

I had to write to British ex-PM to clear the misunderstanding over Rajiv Gandhi’s stopover in London on March 24, 1990

Many villages in Mohali manage to meet their 24x7 water supply demand by digging as deep as 800 feet. That’s a necessity in the absence of any worthwhile govt plans to recharge groundwater

As many as 84 underprivileged students have secured admissions in top medical institutes after clearing NEET 2017, thanks to state-run social and tribal welfare societies that provide free education, food and accommodation to children belonging to SC, ST and minority communities. These students stay in residential schools where dormitories and academic blocks are on the same campus

Like any other evening, Honey and Gary, MBA students, are out for their ‘geri’.

Post Varnika Kundu stalking case, predatory pursuit reemerges as a dangerous trend. The Tribune talks to a section of Chandigarh’s girls and boys, either working late night or simply hanging out, as to what has gone wrong"
