Title,Article
Wall Street stock rally could be derailed by US-North Korea war of words,"The benchmark S&P 500 index tumbled more than 1 percent on Thursday. (AP Photo/Mark Lennihan, File) The benchmark S&P 500 index tumbled more than 1 percent on Thursday. (AP Photo/Mark Lennihan, File)

Cracks are showing in what has been a virtually non-stop U.S. equity rally after a rapid escalation of tension between North Korea and the United States this week. Market analysts expect that the pullback in stocks due to the increasingly aggressive tone in exchanges between Washington and Pyongyang will continue, although investors hope that the selling will not escalate to a correction – a decline of 10 percent or more.

The benchmark S&P 500 index tumbled more than 1 percent on Thursday, only the third time this year it has fallen that much, while the Nasdaq shed more than 2 percent.

“Markets are looking for any reason at all for a reset. That reset is being triggered by North Korea geopolitical concern and stretched valuations,” said Peter Kenny, senior market strategist at Global Markets Advisory Group in New York. “I do think we could see markets pull back between 1 and 5 percent.”

The S&P is trading near its most expensive valuation level since 2004, as measured by the price-to-12-month forward earnings ratio.

U.S. stocks have risen week after week this year – with the S&P up more than 9 percent – in extremely low volatility, as strong corporate earnings and an improving global economy offset disappointment that U.S. President Donald Trump’s promises to lower corporate taxes and implement a massive infrastructure spending have so far failed to see the light of day.

Until this week, the equity market had managed to shake off negative news, including previous saber-rattling over North Korea and failures in Washington to pass high-profile bills, such as repealing and replacing Obamacare.

But although U.S. equities on Wednesday managed to close only slightly down even after Trump’s warning that “fire and fury” would rain on North Korea, on Thursday the chickens came home to roost on Wall Street.

More than 430 stocks from all U.S. exchanges hit their lowest levels in 52 weeks or more on Thursday, the most for any session since mid-November right after Trump was elected. The average for new 52-week lows this year is about 230 per day.

“The easy money has already been made,” said Joel Kulina, senior vice president of institutional cash equities at Wedbush Securities in New York. “I’m looking selectively at the pullbacks, but my gut is that we could be in for a bumpy ride for the next couple of months or so.”

Many market participants have been calling for a significant decline on the S&P 500.

“A pullback is good so the market doesn’t get unidirectional. This is a normal fluctuation, it just seems so odd because we have hardly had any volatility,” said Jim Paulsen, chief investment strategist at The Leuthold Group in Minneapolis.

If the decline continues, Paulsen said, it will be “a good buying opportunity. I’d look into energy, materials, industrials, tech and financials. I think before the end of the year the market goes to new highs and (Treasury) yields go higher.”

The benchmark U.S. yield on Thursday was just above 2.2 percent, at its lowest level since late June, as investors bought up Treasuries, a classic safe harbor. Yields on bonds move inversely to their price.

And in a textbook-type cross-asset move toward safety in times of trouble, the Japanese yen hit an eight-week high against the U.S. dollar while spot gold also reached a two-month high.

The CBOE Volatility Index, better known as the VIX and the most widely followed barometer of expected near-term stock market volatility, rose the most in about 12 weeks.

The index ended up 4.93 points at 16.04, the highest level since Nov. 8, when Trump was elected president.

In an inversion of the curve, the spot VIX rose above VIX futures, meaning traders are paying more for protection against a sudden sharp drop on the S&P than for protection in the future.

“We’re not very oversold yet so the market still has more downside left to it,” said Robert Pavlik, chief market strategist at Boston Private Wealth in New York.

“We’re still close to the all-time high so that makes people a little nervous too, so they might say now might be the time to take a little bit of money off the table.

For all the latest Business News, download Indian Express App"
"These five Indian laws owe their origin to British, but are still in practice","Steeped in European culture and practices, a number of these legal codes saw themselves being adopted in Indian society and being in existence long after the colonial powers had left. (Wikimedia commons) Steeped in European culture and practices, a number of these legal codes saw themselves being adopted in Indian society and being in existence long after the colonial powers had left. (Wikimedia commons)

The birth of independent India was immediately followed by a need for an adequate mechanism of governance, indigenous in its nature and yet acceptable and sensitive to the needs and customs of the large multitude of castes, classes, religious and linguistic communities it was trying to tie up together. Unsurprisingly then, for the new government, continuance of the judicial system put together by the British was a compromise formula that worked best then. Steeped in European culture and practices, a number of these legal codes saw themselves being adopted in Indian society and being in existence long after the colonial powers had left.

Ten years into independence, the Law Commission of India in its fifth report on the British statutes applicable in India stated, “While India remains a member of the Commonwealth of Nations, the only trace of the old ties is the fact that the Crown is regarded by India as the symbolic Head of the Commonwealth.” No longer tied with the United Kingdom, the Commission suggested that India could have a new set of legal Code and if a British statute is sought useful, it could be replaced by a corresponding Indian statute, having necessary provisions from the British law.

Though 1200 archaic laws were scrapped in bulk, Indians are still following many obsolete laws that have been prevalent from the time of British colonial rule. A majority of the laws over which the Indian judiciary relies upon are derived from colonial times.

Here are some of the archaic laws that we continue to follow even now:

Criminalisation of homosexuality

The criminalisation of homosexuality or what is popularly referred to as Section 377 of the Indian Penal Code (IPC) dates back to 1860 when the British introduced it as sexual activities against the “order of nature.” The section has been much in controversy since 2009 when the High Court decriminalised it. Later, in 2012, however, the Supreme Court overturned the decision and homosexuality continues to be a criminal offence in India. The roots of the legality, however, can be found in European culture which for a long time had influenced Indian ways and thoughts.

In 1842, British court termed the act of homosexulaity as “nasty, wicked, filthy, lewd, beastly, unnatural and sodomitic practices.” (Wikimedia commons) In 1842, British court termed the act of homosexulaity as “nasty, wicked, filthy, lewd, beastly, unnatural and sodomitic practices.” (Wikimedia commons)

The stigma attached to homosexuality in Europe dates back to the 11th and 12th centuries when categories of people like lepers, witches, prostitutes and sodomists were considered to be carriers of contamination. The contamination was believed to threaten Europe’s sexual identity and it was considered necessary to include sodomy laws wherever colonisation was in effect.

As early as 1825, laws related to sexual offences had come into existence under the leadership of the then Chairman of the Law Commission Thomas Babington Macaulay. In 1842, British court termed the act of homosexuality as “nasty, wicked, filthy, lewd, beastly, unnatural and sodomitic practices,” to which the defence raised objections on the vagueness of the crime and said that mere adjectives did not provide clarity of the crime.

In light of the sepoy mutiny of 1857, the “Offences against the Person Act” was passed by the Parliament of the United Kingdom of Great Britain and Ireland in 1861 which went on to define homosexuality as “unnatural offences”, an inspiration to the provision present under the IPC. Macaulay introduced two clauses defining “Unnatural Offences” based on whether the act was consensual or non-consensual. The clause further dropped the value of consent, and is what it reads today as Section 377 of IPC, 1860.

Ironically, England made homosexuality partially legal and repealed its 1885 law, introducing the Sexual Offences Act, 1967, which amended the previous law criminalizing homosexuality.

Sedition law

Section 124A of IPC was recently used against the youth of the JawaharLal Nehru University (JNU) which resulted in arrest of the two for voicing their thoughts in favour of the separatist, Afzal Guru. Since then, the provision has been slapped on many and in July 2017 the National Crime Records Bureau (NCRB) recorded 165 arrests made on the charge of sedition in the last three years.

War against the King, compelling him to amend his policies or to intimidate the Parliament was considered an offence in England under the Treason Act, 1795. During the lifetime of King Charles II, sedition had its genesis under the Treason Act.

In the context of colonial India, sedition was first introduced in 1835 and was legally made into a criminal offence in 1870. Nationalist leader Bal Gangadhar Tilak was among the first few to face the brunt of the British law. According to the Bombay High Court archive, two British soldiers were murdered in Pune by some Brahmin youths who were allegedly instigated by Tilak’s public speeches. Charged with sedition twice, Tilak was released after completing a sentence of 18 months for the first trial and was sentenced six years for an editorial published in his newspaper, Kesari.

Nationalist leader Bal Gangadhar Tilak was among the first few to face the brunt of the British law on sedition. (Wikimedia commons) Nationalist leader Bal Gangadhar Tilak was among the first few to face the brunt of the British law on sedition. (Wikimedia commons)

Terming sedition as the “prince among the political sections,” M K Gandhi considered sedition designed to suppress the liberty of citizens when he was brought in court for his articles in Young India magazine in 1922.

An amendment was made to the law and the word ‘sedition’ was dropped from the statute on December 2, 1948 when senior Congress leader, Seth Govind Das spoke in the house, “I believe they (British government) remember that this section was specially framed for securing the conviction of Lokamanya Bal Gangadhar Tilak. Since then, many of us have been convicted under this section.”

Although the term sedition vanished constitutionally, but it remained under IPC as Section 124A.

Blasphemy law

Controversial for curtailing freedom of speech, Section 295A of the IPC has been time and again imposed for banning publication of several books and other content. After the infamous lawsuit against Wendy Doniger’s book, ‘The Hindus: An Alternative History,’ there have been uncountable debates concerning Article 19(2) (fundamental rights) of the Indian Constitution.

The blasphemy law was inherited from the British colonial government during Punjab’s religious uprising and repeal of the Press Act in 1920, when Muslims violently protested against a publication, Rangeela Rasool. The publication included information of Prophet Mohammed’s private life vastly offending Muslims. Charged under Section 153A of the IPC, the Lahore High Court did not consider the same an offence against the author under the said section but added a clause to Section 295 of the IPC. Publishing pamphlets having content that might hurt religious sentiments of a community was made an offence under the additional clause.

Rangeela Rasool included information of Prophet Mohammed’s private life vastly offending Muslims. Rangeela Rasool included information of Prophet Mohammed’s private life vastly offending Muslims.

Following the communal tensions, the British considered this a grave lacuna not having a law modulating religious violence. While drafting the provision, the drafting committee raised several concerns regarding the language of the provision, fearing the fate of “scurrilous scribbler” as well as religious critiques.

Personal laws

Debates over triple talaq under Muslim personal law have been making rounds for the past many years and judgment over its validity has been reserved by the Supreme Court.

In the Medieval period and during the Mughal Empire, the Muslim administrators maintained harmony between the Hindu laws and the Muslim laws and chose not to interfere in the Hindu family, marriage and succession laws. Instead of constituting a new law modulating religious sentiments of both communities, Governor-General of India, Warren Hastings nurtured the personal laws of Hindus and Muslims.

In the Medieval period and during the Mughal Empire, the Muslim administrators maintained harmony between the Hindu laws and the Muslim laws and chose not to interfere in the Hindu family, marriage and succession laws. (Express photo javed raja) In the Medieval period and during the Mughal Empire, the Muslim administrators maintained harmony between the Hindu laws and the Muslim laws and chose not to interfere in the Hindu family, marriage and succession laws. (Express photo javed raja)

Under the Charter Act of 1753, Indians were explicitly spared from trying their suits and disputes in the Mayor’s court (highest court during the British rule) and were directed to resolve their disputes themselves, unless both the parties of the case subjected themselves to the jurisdiction of the court. Hastings Rule specifically demarcating the personal laws of Hindus and Muslims was rephrased in Cornwallis Code of 1793 and it is by this rule that personal laws found a firm ground in the 17th century and continues to be what it is today.

The Dramatic Performance Act

In the 18th century, India used theatre as a weapon to exhibit rebellion against the colonial rule. Threatened by revolutionary impulses, the British government introduced the Dramatic Performance Act in 1876, which prohibited dramatic performances of “scandalous” and “defamatory” nature. Performances that would excite feelings among people against the government in power or likely to corrupt persons at the performance were prohibited.

Seventy years after independence, the law still exists and post-1947 many states introduced the law and amended it accordingly with the exception of Delhi and West Bengal.

Performances that would excite feelings among people against the government in power or likely to corrupt persons at the performance were prohibited. (Wikimedia commons) Performances that would excite feelings among people against the government in power or likely to corrupt persons at the performance were prohibited. (Wikimedia commons)

The Law Commission in its 248th report published in 2014, recommended the repeal of the Act and said, “It was enacted during the colonial era and extensively used to curb nationalist sentiments propagated through dramatic performances. It has no place in a modern democratic society.”

As recent as 2014, the Madras High Court held that the Tamil Nadu Dramatic Performance Act, 1954 should be repealed as it is violative of Article 14 and 19 of the Indian Constitution and reasoned that provisions under the state law bore similarities with the central law.

For all the latest Research News, download Indian Express App

© IE Online Media Services Pvt Ltd"
"Happy Birthday Hansika Motwani: At 26, she is a force to be reckoned with down south","Actress Hansika Motwani is a Sindhi girl, who has been ruling the big screen down south for the last 10 years. She turned a year older on Wednesday. At 26, she has acted with all most all the leading actors of the South Indian film industry and continues to be the one of most sought-after actors for roles in romantic comedies. After making a mark in Tamil and Telugu cinema, she is all set to foray into the Malayalam film industry with an upcoming crime thriller Villain. What's more, she will be sharing the screen space with none other than Superstar Mohanlal in the film.

Hansika Motwani's role in Mohanlal's Villain will indeed be one of her memorable roles, as for the first time she will be playing a character with shades of grey. In an extended cameo, she will be playing Vishal's girlfriend. Both Vishal and Hansika will cross swords with a retired cop, essayed by Mohanlal. The film, which is directed by B Unnikrishnan, is expected to show Hansika in a different avatar. She has made her career only playing chubby, charming and happy-go-lucky girls in Tamil and Telugu movies.

Hansika Motwani delivered one of her most hilarious performances in Romeo Juliet as a greedy girl, who is on a lookout for a rich boyfriend.

Engeyum Kadhal gave Hansika Motwani another memorable character Kayalvizhi. While the film did not live up to the expectations at the box office, her cute performance in this romantic drama cemented her position among her fans.

Oru Kal Oru Kannadi is another super hit romantic comedy in Hansika Motwani's career.

At a time when the entire industry was bitten by a horror-comedy bug, how can Hansika Motwani insulate herself from the madness? She played a ghost in Aranmanai, a horror comedy series.

As a boxing sports fan, Hansika Motwani once again charmed the audience with her performance in Maan Karate, a romantic comedy again."
Of murders and unpredictable twists: Author Ravi Subramanian on thriller writing,"Ravi Subramanian is perhaps the only true practitioner of the art in the Indian “Crime, Thriller and Mystery” space. (Source: UpGrad/YouTube/Amazon) Ravi Subramanian is perhaps the only true practitioner of the art in the Indian “Crime, Thriller and Mystery” space. (Source: UpGrad/YouTube/Amazon)

A look at the top 10 highest-selling “Crime, Thriller and Mystery” writers on Amazon India introduces us to the likes of Agatha Christie, Dan Brown, Sidney Sheldon and James Patterson. The only two Indian writers in the list are Ashwin Sanghi and Ravi Subramanian. While a larger chunk of Sanghi’s works draws upon Indian mythology and targets readers who also read the likes of Amish Tripathi and Devdutt Patnaik, Ravi Subramanian is perhaps the only true practitioner of the art in the Indian “Crime, Thriller and Mystery” space.

A banker by profession, Subramanian has written popular thrillers about banking and bankers, including an award-winning trilogy — “The Incredible Banker”, “The Bankster” and “Bankerupt” — and is now back with a fast-paced novel, “In the Name of God” (Penguin/ Rs 299/ 405 Pages).

So what are the rules for a successful thriller?

“Have a murder in the first page of the book. It always hooks the reader. Ask a question at the end of the first chapter. Do not reveal too much in the mid-chapters but build on your characters to keep the interest of the reader intact, and end with a powerful twist,” was the author’s answer during an interview at the IANS office here.

“I can come and kill you but that is not enough. What if after stabbing you I begin to twist and turn the dagger inside your body? It is the final twist which makes a thriller — ‘Oh damn! What a book’.” Subramanian also believes that a thriller is an overall experience. A reader would not want to finish it in 20 days; he wants to read it now and would be happy to finish more chapters in a day.

“So we keep the chapters very short. The reason for that is most people read books before going to sleep and normally they tend to think that I will sleep after finishing a chapter; if you are able to end that chapter on a high note and raise the curiosity of the reader, he is going to turn the pages and see that the next chapter is only three-pages long. And so the pages turn by themselves; without realising it, the reader is almost through 200 pages,” he added.

Subramanian clearly practices what he preaches — there are a whopping 121 chapters in the 400 pages of his latest novel. On the process of writing, Subramanian said It is a matter of deciding the subject of the book; once he has decided on that, the intuitive writer takes over without a set plot in mind. The plot gradually builds up as more and more chapters keep coming. “In this book, for instance, even when I had finished 90 per cent of it, I had no idea who the villain was going to be,” Subramanian revealed. While this surely lends a layer of unpredictability to the plot of the novel, isn’t it a painful task for the writer?

“Of course it is, but it is an advantage nonetheless,” he opined. “It’s painful because you often have to go back and rewrite a lot of stuff as, when I ultimately decide the villain of the novel, I may have to change something somewhere earlier in the novel. The advantage is that if I do not know who the killer is, there is no way that the reader will have the slightest idea about it.”

His latest work is titled “In the Name of God” and previously too, in “If God Was a Banker” and “God is a Gamer”, he has used some sort of a reference to God in the title of his books. The author said that it does not have anything to do with the high that mythological writing is witnessing in contemporary Indian publishing because one look at the cover of the book and you are sure that it has nothing to do with mythology and similar stuff. All events of the latest book happen in the “house of God”, the Anantha Padmanabha Swamy Temple in Thiruvananthapuram, and it was because of this that he used the word “God” in the title.

“What usually happens in thrillers is that you have a good and a bad guy, everybody doubts the bad guy and ultimately the good one emerges as the villain. But if everybody is grey, how will you pick who the villain? When I, as the writer, reached the end of it, it was only a matter of deciding who was going to be the villain and then making some changes here and there to suit the needs of the plot,” he contended. “In the Name of God” is currently the number one bestseller on Amazon India’s “Crime, Thriller and Mystery” category and is expected to draw more readers in the days to come.

The author hoped that thrillers would develop more prominently in the years to come and regretted that many publishers and authors are driven by what he called “market compulsions” that prevent them from considering thriller novels.

For all the latest Lifestyle News, download Indian Express App"
Man arrested from Delhi for ‘threatening’ Kolkata cop,"Sources said Singh had allegedly threatened the OC, saying that he would go to higher authorities if he didn’t cooperate. (Representational Image) Sources said Singh had allegedly threatened the OC, saying that he would go to higher authorities if he didn’t cooperate. (Representational Image)

The Anti-Rowdy section of Kolkata Police Wednesday arrested a person from Delhi, who had allegedly posed as the SSP of Uttarakhand and threatened a police officer in the city over phone. Sources in the police said the accused, Sanjay Singh, had allegedly threatened officer-in-charge (OC) of Sinthi police station Raghunath Thakur last week while seeking details about a missing person.

“A call was received by OC Thakur on his personal number. The person told the OC that he is the SSP of Uttarakhand. He sought some details about a person who had gone missing for sometime and the tower location of the person was showing Kolkata. The OC responded to the call saying he should give in writing then only he could help. Following this, the OC was threatened with dire consequences,” said a police officer.

Sources said Singh had allegedly threatened the OC, saying that he would go to higher authorities if he didn’t cooperate. After the phone got disconnected, the OC informed his seniors. A preliminary probe found that the call was made by Singh. Following this, a formal complaint was lodged. “On the basis of the complaint, raids were conducted and Singh was arrested from Delhi. He will be brought to Kolkata soon. We are yet to receive details about the background of the accused. Once he is interrogated, we will get details on what missing case he was talking about and why,” said a police officer.

For all the latest Cities News, download Indian Express App"
Bombay HC seeks mechanism on organ transplant,"The Bombay High Court on Thursday directed the state government to file an affidavit on whether there is a mechanism to deal with emergency organ transplant cases and, if the same does not exist, to suggest in what manner the state proposed to set up such a mechanism. (File photo) The Bombay High Court on Thursday directed the state government to file an affidavit on whether there is a mechanism to deal with emergency organ transplant cases and, if the same does not exist, to suggest in what manner the state proposed to set up such a mechanism. (File photo)

With the Powai-based Dr L H Hiranandani Hospital not allowed to harvest cadaver organs ever since its licence was suspended a year ago, leading to wastage of at least five possible organs for transplantation, the state organ transplant cell has now shifted the blame on the hospital. The cell has claimed the donor was aged 81, diabetic and hypertensive, rendering his organs ineligible to be harvested.

The Bombay High Court on Thursday directed the state government to file an affidavit on whether there is a mechanism to deal with emergency organ transplant cases and, if the same does not exist, to suggest in what manner the state proposed to set up such a mechanism. The state is expected to file its reply within two weeks.

“We cannot go against the central Act. There is already a mechanism to shift the patient to the nearest licensed centre,” said a senior Directorate of Health Services (DHS) official, adding that, according to central organ transplant guidelines, the age of a cadaver donor is capped at 80. “The hospital initially told us the donor was 71 years old but later said his age was 81,” the official added.

Mahesh Mehta, who lived in an old age home, was brought to Hiranandani Hospital on Monday by his family after suffering a brain stroke. On Tuesday, doctors declared him brain dead following which the family was counselled to give its consent for donating the kidneys, cornea and liver.

The hospital lost its licence to conduct organ transplants following an alleged kidney racket in July 2016. Five senior doctors of the hospital have been named in the chargesheet in that case, and three of them lost their licences to conduct transplants. On Tuesday, the hospital approached the government for permission to retrieve the organs.

According to the hospital, Mehta was aged 71, while state government records claim he was 81. The DHS denied permission initially, claiming the patient needs to be shifted to the nearest licensed hospital. The DHS later observed the donor was too old to donate.

A central government guideline caps the maximum age for heart donation at 60, for kidney and liver at 80 years, for pancreas at 50 years, for intestine or stomach at 55 years and for lung at 65 years.

“The prospective donor had diabetes and hypertension. His organs were not fit for donation,” the DHS official said, adding the Transplantation of Human Organs and Tissues Act prohibits unlicensed hospitals from getting involved in transplant procedure.

For all the latest Cities News, download Indian Express App"
Manish Sisodia says new NGO roped in to address mid-day meal issues,"In the Delhi Assembly on Wednesday, Delhi Education Minister Manish Sisodia admitted that there have been “quality issues” in the mid-day meal scheme in government schools. (File Photo) In the Delhi Assembly on Wednesday, Delhi Education Minister Manish Sisodia admitted that there have been “quality issues” in the mid-day meal scheme in government schools. (File Photo)

After a series of incidents at schools where contaminated food has left pupils sick, the Delhi government plans to rope in NGO Akshaya Patra to provide “nutritious food” to at least 40,000 school students to begin with. In the Delhi Assembly on Wednesday, Delhi Education Minister Manish Sisodia admitted that there have been “quality issues” in the mid-day meal scheme in government schools, and said that “soon, in some places”, the NGO will provide food to schoolchildren. Delhi legislators pointed out that over the years, “rats”, “lizards” and “insects” have been found in mid-day meals served to children.

Sisodia’s comments followed three Delhi legislators – two from the AAP and one from the BJP – who highlighted quality issues in the mid-day meals. “Even those contractors who serve contaminated food are not properly investigated,” said BJP legislator from Rajouri Garden, Manjinder Singh Sirsa.

AAP legislators Jarnail Singh and Manoj Kumar, meanwhile, wanted to know how quality control takes places, how many NGOs are currently roped in to provide mid-day meals in Delhi and how the government is ensuring good quality food.

Elaborating on his plan, Sisodia said that currently, the NGO, Akshaya Patra, does not run any kitchens in Delhi. “They provide professional services in other states,” he said, adding that his observations were from his own visit to some of the schools which the NGO caters to in Chhattisgarh, Gujarat and Karnataka. “In a proposal sent to the previous L-G, they said they will set up a kitchen and provide meals with nutritious value,” he said. However, the proposal was rejected by the L-G, he added.

“So now, the trustee of Akshaya Patra has decided to rent their own land and set up a kitchen in Delhi,” Sisodia said. “We will request the DDA to change the land use so that at least 40,000 children can quickly benefit from this,” he said.

For all the latest Education News, download Indian Express App"
At least 27 people killed in Congo protest this week: Human Rights Watch,"Congolese police detain protestors demanding that President Joseph Kabila leave power by the end of the year in Kinshasa, Democratic Republic of Congo, July 31, 2017. (Source: REUTERS/File) Congolese police detain protestors demanding that President Joseph Kabila leave power by the end of the year in Kinshasa, Democratic Republic of Congo, July 31, 2017. (Source: REUTERS/File)

At least 27 people, including three police officers, were killed in clashes between protesters and police in Democratic Republic of Congo earlier this week, Human Rights Watch said on Thursday. The majority of the deaths were in the capital, Kinshasa, where members of the separatist sect Bundu dia Kongo (BDK) marched against President Joseph Kabila and attacked a prison on Monday.

BDK is just one of many sources of opposition of Kabila that have threatened to plunge the vast, mineral-rich central African country into chaos since the president refused to step down when his mandate expired in December.

“Prompt and impartial investigations are needed to determine who is responsible for the deaths …. Violence by protesters or excessive use of force by security forces should not be tolerated and those responsible should be held accountable,” HRW Central Africa director Ida Sawyer said.

Congo security forces shot into crowds to disperse the protesters in Kinshasa, killing 11 BDK members and 10 bystanders, Human Rights Watch said in a statement.

Others were killed in similar clashes in the southwestern cities of Matadi and Muanda, it added. Congo’s police spokesman said on Wednesday that 19 people had been killed in total, including 17 BDK members and two police.

For all the latest World News, download Indian Express App"
S Sreesanth: From being charged under MCOCA to dreaming of bowling again,"S Sreesanth had conceded 13 runs instead of the pre-determined 14. (Source: File) S Sreesanth had conceded 13 runs instead of the pre-determined 14. (Source: File)

The Kerala High Court lifted the ban on fast bowler S Sreesanth stating there was no evidence to ‘pinpoint’ his role in the IPL spot-fixing case. Here’s recalling the sensational arrest, the charges, the subsequent court cases and the acquittal.

The arrests

During 2013 IPL, Rajasthan Royals players S Sreesanth, Ajit Chandila and Ankeet Chavan are arrested in a midnight operation by the Delhi police for alleged spot-fixing in the IPL. Among others arrested are former Rajasthan Royals fast bowler Amit Singh and Sreesanth’s friend Jiju Janardhanan, who the police alleged was a conduit. The Delhi police charge cricketers and bookies under Maharashtra Control of Organised Crime Act (MCOCA) alleging the link goes all the way upto Dawood Ibrahim.

In court

The Board of Control for Cricket in India’s disciplinary panel headed by its anti-corruption unit chief Ravi Sawani bans Sreesanth and Chavan for life. Chandila receives a similar sanction later. The public prosecutor tells the court that there is evidence by way of phone conversations, that have been recorded, linking Sreesanth and other players to the bookies and D-Company and justify the invoking of MCOCA. The Delhi police’s chargesheet includes transcripts of these alleged coversations.

The evidence

The chargesheet includes a phone conversation between Amit Singh and Jiju Janardhanan. On May 9, 2013, after the KXIP versus RR game, Amit is heard telling Jiju that the bookies were in the ‘minus’ because Sreesanth had conceded 13 runs instead of the pre-determined 14.

Amit: Minus mein hai yaar aapko pehle saaf bataya tha ki 13 bhi minus hai. 14 plus hi hogi toh fayada hai

Jiju: Haan, who baat sahi hai

Amit: Maine kaha ki usne mehenat kari hai kuch toh karo. Bola ki match ke baad karte hai. Maine kaha ki bande ne mehanat kari hai kuch toh karo.

Jiju: Sreesanth ne word toh rakha naa

Amit: Woh bol raha hai ki they lost. Joh session aaya tha uske hisaab se hota hai

Jiju: Nahi nahi koi doubt wali baat thi hi nahi. Tune pura match dekha kya?

Amit: Yeh bata tu mujhe tune Sree ko bataya tha kya?

Jiju: Sab kuch bataya tha, sab kuch clear tha… everything was clear yaar

Amit: Usne wide ball kyu nahi dala

Jiju: Usne last mein dala. Yaar usne wide ball par chowka mara… Gilchrist ne…

– The police also arrested Abhishek Shukla, a ‘friend’ of Sreesanth and Jiju. They alleged in the chargesheet that when Sreesanth and Jiju were arrested, Shukla had removed the proceeds of the spot fixing — Rs 5.5 lakh— from their room at Hotel Sofitel, Mumbai, and kept it with him.

The verdicts

Patiala House court

In July, 2015, Delhi’s Patiala House court dropped all charges, including the MCOCA against the cricketers in the IPL 6 spot-fixing case. The court had set aside the charge saying there was insufficient evidence to charge the cricketers under MCOCA, under which the police had sought punishments. Additional Sessions Judge Neena Krishna Bansal said: “no prima facie case in any offence including provisions of MCOCA is made out against the accused persons and they are entitled to be discharged.”

Kerala High Court

On August 7, The Kerala High Court lifted the life ban imposed on Sreesanth by the BCCI saying there was no incriminating evidence to pinpoint his involvement in match fixing. Justice A Muhamed Mustaque said in his order: “It is to be noted that there are is no incriminating evidence to pinpoint Sreesanth’s involvement in spot-fixing . It must be remembered that in every disciplinary action related to a player of national repute, the player suffers his repute and confidence which he built through hard work.”

For all the latest Sports News, download Indian Express App"
Pune: HIV+ children to perform in dance-drama tomorrow,"Currently, Palawi has 110 HIV-positive children under its wing. (Representational image) Currently, Palawi has 110 HIV-positive children under its wing. (Representational image)

Nearly 70 HIV-positive children from Palawi will be presenting a dance-drama, titled Amhi Prakash Bije, at Balgandharva Rang Mandir, Pune, on Friday at 5.30 pm. Palawi is a residential unit for HIV-positive children, which is run by Prabha-Hira Pratishthan, in Purander. “People have a lot of misconceptions about HIV-positive kids. While some think such kids die at an early age, some are of the opinion that these children are always sick and not capable of doing anything. We want to break this perception through Amhi Prakash Bije (We are Seeds of Light) and tell people that even HIV-positive kids can be as normal as other kids,” said founder of the unit, Dimple Ghadge.

Children had been preparing for the programme for the past two months under the guidance of choreographers Mahesh Patil and Monika Shah.

The one-and-a-half-hour dance-drama includes a theatrical presentation, which is themed around HIV and the societal stigmas associated with it. It will be followed by a dance sequence that creatively blends the culture of Maharashtra, patriotism and folk art forms of the state.

Ghadge said all the participants, who are between the ages two and 21 years, had caught the virus from their mothers. Barring seven-eight children, all had come to Palawi through Child Court Committee or the police and have no parents or relatives. “Even those who have relatives, are not visited by anyone. In all the cases, after leaving them here, the relatives change their phone numbers and address,” he added.

Ghadge’s mother, Mangala Shah, had founded Palawi. The organisation has been working for rehabilitation and upliftment of HIV-positive children. Other than taking care of their education and medical expenses, Palawi also offers various skill-based courses, including stitching, farming, animal rearing and quilt-making.

Currently, Palawi has 110 HIV-positive children under its wing. “India is home to the largest population of HIV-positive orphans. Unfortunately, the number continues to rise. These children face staggering risks and typically die young or are abandoned by their relatives. At Palawi, the only thing we need to be very careful about their medicines and see that they do not catch a disease as their immune system is very weak. For example: if their cold is not treated on time, it can soon develop into pneumonia and may become critical,” said Ghadge.

For all the latest Cities News, download Indian Express App"
