Title,Article
Forgo the Hindu Rashtra: Why the Sangh Parivar must work for Indian Rashtra instead,"Dear Sangh Parivar,

On the 75th anniversary of the Quit India movement you drew attention to RSS involvement in the Gandhi-led national movement. Yet there is a great deal of historical evidence to show that even if individual members of the Sangh participated, RSS and Hindu Mahasabha stayed away from the freedom struggle, in fact Hindu Mahasabha boycotted it. Gandhi, with his political vision of India centred squarely on Hindu-Muslim unity has been a problematic figure for you in the past.

Today however you would like to be part of the ‘nationalist’ mainstream. And why not? No political party can claim to own the freedom struggle which belongs to every democrat. It is heartening that you are now adopting a history from which you had chosen to distance yourself.

But if you want to claim an inclusive history, why not aim for an inclusive future, to work towards creating an Indian Rashtra instead of your avowed aim of Hindu Rashtra which smacks of a harsh exclusivism? After all, the last thing you want to be is another Pakistan, a nation constituted on religion which needs the armed forces to define its nationalism. India’s ruling principle is not god and gun. In fact, Indian nationhood can be traced to the truest concept of Hindu dharma, not meaningless regimentation, empty rituals and rigid beliefs, but instead the principle of individual freedom.

Hinduism’s about freedom for the mind and democracy’s about freedom for the citizen. Thought control, re-writing textbooks, insisting only on a single truth, are all imitations of Stalinism or extremist forms of Islam and go against that basic Upanishadic principle of freedom. It’s time for the Sangh to comprehensively reassess its definition of individual freedom, and realise its centrality to Hindu thought.

Since you seek ownership of the pre-1947 nationalist vision will you disown MS Golwalkar’s vision of cultural nationalism being played out so regularly today? Campaigning for the Ram mandir, beef ban slogans, new cattle slaughter rules, attempting to make Vande Mataram mandatory in UP’s madrasas, imposing Sanskrit and veneration of the cow: don’t these show that you are opposing the spirit of Gandhian nationalism?

Trying to make India an exclusivist state where minorities must give up their identity is the very antithesis of the spirit of 1942. Is not PM Modi, himself a former RSS pracharak who speaks so inspiringly of ‘sabka saath sabka vikas’ in Delhi doing a disservice to inclusive nationalism when he brings up the shamshan-kabristan analogy in UP polls? If former VP Hamid Ansari expresses his concern over growing Muslim insecurity, instead of attacking him as a ‘golf-playing Macaulayputra’, a Gandhian nationalist would attempt to create a wider dialogue. After all, today the representation of Muslims in assemblies and Parliament is at its lowest ever. As Alexis de Tocqueville noted: the very definition of democracy is that the majority will not abuse its power to violate the basic rights of the minority. Democracies are defined by how safe minorities – of gender, food habits, religion, language and sexual orientation – feel.

What was the spirit of 1942? It embraced all. Gandhi was not an opponent of British people, he didn’t call for the British to leave India on racist, ethnic or religious grounds. Instead he called only for the end of imperialist rule. Perhaps that’s why even during the height of the freedom struggle, there were so few instances of violence against Britons. Gandhi fought injustice, not other human beings. No wonder, even Britishers like Madeleine Slade (Mirabehn) and CF Andrews made common cause with Gandhi.

You hark to Hindu victimhood and depredations of Muslim invaders. You feel it is necessary to avenge those historical wrongs. But acts of historical vengeance have brought untold misery. Fratricidal wars between Islamic sects, driven by vengeance, are tearing apart the ideals of Pan Islamism. Hitler’s supremacist ideas and desire for revenge destroyed Germany and almost all of Europe. Sectarian conflict has resulted in loss of thousands of lives in Pakistan, Bangladesh, Sri Lanka and Maldives. The urge to build a Ram Temple at a particular spot may satisfy the thirst to get even but will it lead to greater well-being of Hindus? Vengeance only leads to spiritual decay and those wreaking it suffer the most. Historical revenge is another concept that the Sangh needs to rethink.

The idea of the Indian Rashtra is truer to the spirit of the Indian subcontinent’s ancient inheritance than a Hindu Rashtra. That’s because religious divisions in the subcontinent have never stopped constant intermingling of sects. Hindu, Jain, Sikh and Muslim pilgrims have throughout our history had access to each other’s shrines, just as the movement of people, goods and ideas has never been restricted across South Asia. It’s really with the coming of less-than-friendly nation states in the last 70 years that subcontinental ties have become so weakened.

Inclusivity is in the subcontinetal DNA. That’s why when PM Modi refuses to even mention the name of Jawaharlal Nehru in Parliament – the PM who invited Shyama Prasad Mookerjee who later founded the Jana Sangh into his cabinet – the principles of dharma, which the RSS claims to safeguard, are hardly well served.

So why not reinvent your aim of the Hindu Rashtra? Why not change your goal to Indian Rashtra and bring it in tune with the true principles of Hindu dharma, instead of basing it on an imitative version of Leftism or orthodox Islamism. Why not recognise Hinduism’s unobtrusive ‘soft power’, one that’s created the mystic Sufi, the mangalsutra and sari wearing Goan Catholic? It’s time to change the goal of ‘Hindu Rashtra’ to the more inclusive ‘Indian Rashtra.’ The latter reflects not only the spirit of Gandhi and 1942, but also of true Hindu dharma."
"GST: IGST collection from imports rises about 60% in just one month of GST, Energy News, ET EnergyWorld","NEW DELHI: The collection of Integrated Goods and Services Tax from imports crossed Rs 20,000 crore in July — the first month of the roll out of the new indirect tax regime, pointing towards a major jump in revenues. Total customs revenues in July 2017 stood at Rs 26,500 crore as against Rs 16,625 crore collected in July 2016.Collections have been quite robust,” a government official said. However, the official said IGST collections have also received a boost from the fact that there is a component of state GST as well in the tax.Besides, the government has done away with a number of countervailing duty (CVD) exemptions and not extended them under the GST regime that were available in the previous tax regime, such as that on some electronic products.The rise in customs revenues on imports should take care of any decline in GST collections because of any production-related disruption after the rollout of the new regime.Overall GST trends would be available only in August when the final tax collection numbers for July are collated.There is apprehensions that revenues may take a hit because of sluggish sales across the country in the first month of GST. Central Board of Excise and Customs would carry out a detailed analysis of the initial trends when the final numbers become available.India rolled out GST, which replaces 17 central and state taxes such as central excise duty, service tax , value added tax and 23 cesses, from July 1.IGST collections are first revenue trends on the new tax as also indication of the largely smooth rollout. IGST become payable from June 30 midnight on all goods entering the country, barring the exempted ones.IGST on imports replaces countervailing duty and is levied in lieu of state GST and Central GST, but over and above basic customs duty . IGST is equal to the sum of Central GST and State GST levied on any product in the country. GST has subsumed countervailing duty, which was levied in lieu of central excise duty, and special additional duty on imports."
"States take over Rs 2 lakh crore debt of power discoms under UDAY scheme, Energy News, ET EnergyWorld","New Delhi: States participating in the government’s Ujwal Discom Assurance Yojana ( UDAY ) scheme have taken over the targeted debt of Rs. 2.09 lakh crore of their distribution firms, the power ministry said in a statement.The states have taken over the debt under the borrowing exemption from the Fiscal Responsibility & Budget Management (FRBM) Act given in UDAY for the previous two financial years.“The process of states taking over the targeted debts and issuing them as state development loans ( SDL ) bonds has now been completed. As of now, the participating DISCOMs have to issue bonds worth approximately Rs 37,000 crore,” the statement said. It added since the rest of the debt with discoms is mostly in the nature of capital expenditure debt it is not required to be taken over by the states.Participating DISCOMs have achieved net savings of approximately Rs. 15,000 crore till March, 2017 under the scheme. ”In the participating states, the Average Cost of Supply (ACS) - Average Revenue Realized (ARR) gaps has come down by almost 14 paise per unit and the AT&C losses have reduced by almost 1 percent in financial years 2016-17,”the statement said.As per the provisions of the UDAY Scheme, which has completed one year, the states would start taking over losses of DISCOMs in a graded manner from now on, starting with taking over 5 percent of the losses of 2016-17 from the current financial year."
"EESL to procure 10,000 electric vehicles to replace government’s fleet, Energy News, ET EnergyWorld","New Delhi: Energy Efficiency Services Limited ( EESL ), a joint venture company of the ministry of power , has floated a tender to procure 10,000 electric sedan cars along with 4,000 electric vehicle chargers for replacing government vehicles.The ministry of new and renewable energy will be the nodal agency for the procurement of electric vehicles under the government’s faster adoption and manufacturing of electric vehicles in India (FAME) scheme.“At the moment, the plan is for replacing government vehicles with e-vehicles and it will be open to any government agency. We could begin the process by November. Each car is estimated to cost around Rs 12 lakh while a charger would cost around Rs 2 lakh each,” Saurabh Kumar , Managing Director, EESL told ETEnergyworld.The government has estimated an expenditure of around Rs. 1,200 crore for the vehicles and Rs. 80 crore for the chargers.The tender, issued on Tuesday, seeks procurement of 3,000 AC (alternate current) or slow charger's and 1,000 DC (Direct Current) fast charger's compatible with Bharat AC-001 and DC-001 charger specifications.The tender is part of the government's plan to promote electric vehicles. The move is also set to give a boost to the government’s ambitious plans of moving to electric vehicles for all by 2030."
"Slash IUC, licence and spectrum fees","The telecom regulator’s proposal to bring down the Interconnect Usage Charge (IUC) promises to both increase bad blood in the telecom sector and worsen its finances. The government must intervene to protect the consumer and the sector’s viability. IUC is the charge that an operator, in whose network a call originates, pays the operator in whose network the call terminates, for the service of receiving the call from the originating network and carrying it on to the called party. As compared to the old 2G days, the network usage per call is lower now when calls are converted into discrete packets that are sent over the network interspersed with packets of other calls and assorted data. This is the rationale for trimming IUC.

However, the cost of the network has gone up because of higher spectrum costs. A lower IUC would lower the cost of a call for the consumer, who, ultimately, bears the cost of the call. However, it would lower revenue for telcos. Now, for large networks such as Bharti and Vodafone, what one pays the other as IUC gets more or less offset by what it receives from it as IUC, since they have roughly the same number of subscribers.

Smaller networks pay out more as IUC to larger networks than what they receive as IUC. Apart from the decline in network usage due to packetisation of calls, two factors favour lower IUC. One, voice accounts for an ever-declining share of telecom revenue globally and net IUC receipts form a tiny fraction of this dwindling part of the business. Two, high IUC is anti-competitive, favouring incumbents against new entrants.

Telecom finances in the country have turned parlous with the aggressive entry of Reliance Jio and the government’s insistence on high spectrum fees, extracted by auctioning tiny chunks of spectrum. To prevent telco loans from adding to the banks’ growing mountain of bad debt, the government must intervene. It can lower the steep revenue shares it collects as licence and spectrum usage fees, still pegged at the high rates set when spectrum was allotted along with the licence without separate upfront payment."
"solar products: GST implementation may hit solar capacity addition in 2018: Report, Energy News, ET EnergyWorld","NEW DELHI: India has already installed more solar capacity in the first six months of 2017 than in the entire 2016, according to a report by Mercom Capital Group , which tracks the Indian solar sector.Around 4,800 MW has already been commissioned in calendar year 2017, against 4,038 MW in 2016. The report expected an addition of 10,500 MW through the year, which will be another record, almost twice the 5,525 MW added in financial year 2016-17. But 2018 is likely to be a different story because of confusion over applicability of the goods and services tax ( GST ) on solar products , the report warned.“We have reduced the 2018 forecast by approximately 15% due to uncertainty surrounding GST rates, which has resulted in a slowdown in tenders and auctions.”Initially, the government had maintained that all solar components would invite 5% GST, as reported by ET in its July 4 edition. Later, however, it clarified that only solar modules would be taxed at 5%; the other components would face 18% or 28%.“Government agencies have created an environment of chaos and uncertainty surrounding these rates. It has brought auction and PPA signing activities to a standstill as nobody wants to move forward without knowing what the GST rates are going to be,” Mercom added.The ministry of new and renewable energy is urging the finance ministry to stick to the earlier 5% for all solar equipment, but a decision has yet to be announced.The sharp fall in solar tariffs at the last auctions held in May this year has also become a dampener, according to the report. “States are postponing tenders and auctions as they angle for the lowest possible tariff, especially after the recent winning bid of Rs 2.44 per kwH in the Bhadla Solar Park auction.States are renegotiating power purchase agreements and want to re-tender to get closer to the lowest possible tariff.” Mercom said around 1,000 MW of tenders were cancelled in April-June. The report said the sharp fall in prices of Chinese solar cells and modules has brought down the cost of solar installation to Rs 4 crore per MW. It used to be over Rs 6 crore per MW even a year ago."
Here’s Why That Friendly Smiley You Use In Your Email Maybe Doing You More Harm Than Good,"Think you’re being nice or friendly by adding a smiley to the end or between your emails? Software developers may agree with you and give the full go ahead by equipping you with a barrage of conversational tools, but a recent study claims you may want to consider stopping using smileys or similar emoticons in formal emails.

wokv.com

A recent study, however, called “The Dark Side of a Smiley” claims that smiley face may come across as rather benign and might be causing more harm than a good.

Using a smiley face emoji or similar emoticons in work-related emails may not create a positive impression and could actually portray low competence, reveals the study published in the journal Social Psychological and Personality Science.

thebalance.com

""Our findings provide first-time evidence that, contrary to actual smiles, smileys do not increase perceptions of warmth and actually decrease perceptions of competence. In formal business emails, a smiley is not a smile,"" said Ella Glikson, a post doctorate fellow at Ben-Gurion University of the Negev (BGU) in Israel.

Researchers conducted a series of experiments with a total of 549 participants from 29 different countries.

In one experiment, participants were asked to read a work-related e-mail from an unknown person and then evaluate both the competence and warmth of that person.

All the participants received similar messages. Some included smileys while others did not.

lifewire.com

Researchers found that in contrast to face-to-face smiles, which increase both competence and warmth, the smileys in an email had no effect on the perception of warmth, and in fact had a negative effect on the perception of competence.

""The study also found that when the participants were asked to respond to emails on formal matters, their answers were more detailed and they included more content-related information when the e-mail did not include a smiley,"" Glikson said.

""We found that the perceptions of low competence if a smiley is included in turn undermined information sharing,"" she said.

comindware.com

In another experiment, the use of a smiley was compared to a smiling or neutral photograph. The findings show that in the case of a photograph, a smiling sender was perceived as more competent and friendly than a neutral one.

Don't Miss 5.3 K SHARES 17.8 K SHARES 3 K SHARES 2.6 K SHARES 486 SHARES 608 SHARES 199 SHARES

However, when an e-mail on formal work-related matters included a smiley, the sender was perceived as less competent. The smiley did not influence the evaluation of the sender's friendliness, researchers said.

ucn.sk

The team also found that when the gender of the e-mail writer was unknown, recipients were more likely to assume that a woman sent the email if it included a smiley.

However, this attribution did not influence the evaluation of competence or friendliness.

""People tend to assume that a smiley is a virtual smile, but the findings show that in the case of the workplace, at least as far as initial 'encounters' are concerned, this is incorrect,"" Glikson said.

lifewire.com

""For now, at least, a smiley can only replace a smile when you already know the other person. In initial interactions, it is better to avoid using smileys, regardless of age or gender,"" she added.

With inputs from PTI"
Economic Times Blog,"We are the oppressors. We are the oppressed. The ones who are killed in the Barcelona attack, and the ones who killed them. There is no other. That would be the first step in cleaning…"
"Reliance Power's Sasan coal mine awarded National Safety Award, Energy News, ET EnergyWorld","New Delhi: Reliance Power on Thursday said its Sasan captive coal mine has been awarded the National Safety Award (Mines) for 2013 and 2014.According to the company, its Sasan Mine was awarded for its ""commendable safe work environment and safety practices"".The award was given on Thursday at an event held here by President Ram Nath Kovind.The Sasan Mine -- Moher and Moher Amlohri Extension coal mines -- is a captive fuel source for Sasan Ultra Mega Power Project (UMPP) developed by Sasan Power, a wholly owned subsidiary of Reliance Power.Sasan UMPP is the largest integrated power plant and coal mine globally. Sasan Coal Mine is India's largest coal mine by volume handled.Reliance Power, part of the Reliance Group , is India's leading private sector power generation and coal resources company.The company has the largest portfolio of power projects in the private sector, based on coal, gas, hydro and renewable energy, with an operating portfolio of 5,945 megawatts."
Pakistan cricketer Zubair Ahmed dies after copping bouncer on head,"REST IN PEACE

Pakistan cricketer Zubair Ahmed dies after copping bouncer on head

Cricbuzz Staff • Last updated on Wed, 16 Aug, 2017, 07:10 PM

The incident occurred during a club match at Mardan on Monday (August 14). © Getty

Zubair Ahmed, the Quetta Bears batsman, succumbed to the nasty blow he sustained after being hit on the head by a bouncer. The incident occurred during a club match at Mardan District in Khyber Pakhtunkhwa Province, on Monday (August 14). Ahmed, who has played four games for Quetta, reportedly didn't have his helmet on when he was struck on the head.

The Pakistan Cricket Board (PCB) took to Twitter to convey their condolence and also urged every cricketer to wear the protective gear at all times while at the crease.

Tragic death of Zubair Ahmed is another reminder that safety gear i.e. helmet must be worn at all times. Our sympathies with Zubair's family pic.twitter.com/ZNmWDYaT5w — PCB Official (@TheRealPCB) August 16, 2017

Earlier in the week, Australia opener, David Warner, was struck on the neck during a three-day intra-squad game against a Steve Smith-led unit. The southpaw Warner was reportedly jolted by the hit to his neck, but was quickly back on his feet. Smith checked on his national-side deputy before the latter walked off the field. Warner had been dismissed for four in the first innings and had batted 14 balls in the second, before missing his attempted hook shot off Josh Hazlewood and getting hit - cutting short his bid to get some game time before he gets on the flight to Bangladesh. Later, the Australian think-tank decided to rest him on the final day of the practice game as a precautionary measure.

The world of cricket came to a standstill following the untimely demise of Australia cricketer Phil Hughes, who failed to recover from the head injury copped in a Sheffield Shield match between South Australia and New South Wales in November, 2014. Ever since, calls for enhanced protective gear, and safety at all times, have increased.

© Cricbuzz"
