Title,Article
83% metro residents feel life has become more uncertain: Survey,"Mumbai, August 20

A vast majority of people living in metros feel more uncertain about their lives compared to their non-metro peers, says a survey.

Concern over uncertainty is high across the country and has increased in the last four years. As much as 83 per cent of those living in the metros feel more uncertain about their lives compared to 67 per cent in non-metros, it said.

The online survey was conducted by Birla Sun Life Insurance among 1,540 people in the age-group of 15-22 years.

In contrast, 77 per cent of the surveyed metro residents had felt in 2013 that their life had become uncertain, while the figure for non-metros was 68 per cent.

As per the survey, women are more uncertain about their lives compared to men and their worries have increased over the last four years.

Three major categories of uncertainties are self and family; wealth and savings; and dreams and goals.

However, child’s future emerged as the top concern, followed by focus on self. Financial goals also feature in the top five priority list.

Men are most uncertain about child’s education, whereas for women, protecting their health and having an active life tops the chart.

The report said there is increased awareness about the need to protect family against uncertainties.

Around 76 per cent of the people surveyed were aware of the need to protect their families against uncertainties.

The awareness is equal among both metro and non-metro residents, it said. PTI"
Unwavering Trump voters say they will not miss Bannon,"Chicago, August 20

Former White House chief strategist Steve Bannon’s firing has been met with a collective shrug by some of President Donald Trump’s most committed supporters who argue the controversial nationalist became an obstacle to the administration’s agenda.

In interviews in multiple cities this weekend, Americans who voted for Trump said Bannon’s departure on Friday was the removal of an unnecessary distraction for the Trump presidency, while others saw his role as largely inconsequential and possibly overblown.

Many expected Trump to stay the course without him.

“Bannon was becoming too big of a story and taking the spotlight from President Trump,” Bob Janda, a 67-year-old small business owner, said in a bar in Chicago. “When that happens, your days are numbered. I think Trump will be fine.” At the same bar, Frank Cardone, 67, pointed out that Bannon had a brief tenure in Trump’s inner circle, having joined the Republican businessman’s presidential campaign as its chief executive less than three months before the Nov. 8 election.

“Bannon wasn’t with Trump for too long so it’s no big loss,” said Cardone, a retired electrician.

Before hitching himself to Trump, Bannon was the executive chairman of Breitbart News, a hard-right site. He immediately returned to that role after his exit from the White House, vowing to use it as a platform to defend Trump.

Bannon, 63, has touted Breitbart as a conservative counterpoint to what he views as the liberal bias of U.S. news outlets and a platform for the so-called alt-right, a loose confederation of neo-Nazis, white supremacists and anti-Semites.

He played a key role in some of Trump’s most contentious policy moves including the travel ban on people from several Muslim-majority nations, departure from the Paris climate accord and rejection of the Trans-Pacific Partnership trade deal.

Bannon’s exit gives Trump a chance to distance himself from “fringe” politics, said Mike Corbitt, a machinist from Florida’s West Palm Beach.

“He (Trump) needs to be more center-right because the far right and the far left is not where America is,” Corbitt, 48, said at a Fort Lauderdale bar. “Steve Bannon was great for getting Trump elected, but now the president needs someone who can get his policies enacted.”

Bannon joined a string of senior officials who have left the Trump administration in the past five weeks, leading to the appointment of retired Marine general John Kelly as the new White House chief of staff.

While some observers have characterized the moves as a sign of chaos in the White House, others see it as a sign that Trump is running his administration like a well-oiled corporation.

“All these shakeups mean is that Trump is doing his job,” Liz Lingafelter, a 60-year-old nurse, said in Fort Lauderdale.

“He’s a businessman and is doing what’s best for the organization.”

That view was echoed by Rick Weatherly, a 61-year-old Denver maintenance technician. “I voted for Trump, not Bannon,” he said. Reuters"
Blue plaque for first black actor,
Repair of unsafe Bhandarkote bridge in Kishtwar begins,"TRIBUNE IMPACT

Ranjit Thakur

Doda, August 19

After a long wait of nearly a year, the work on the replacement of damaged wooden planks has begun on the Bhandarkote bridge in the mountainous Kishtwar district. Situated just 10 km away from the district headquarters, the bridge was built on the Chenab river in Bhandarkot area of the district around 40 years ago. It provides connectivity to 60 per cent of the population of Kishtwar district. The Tribune highlighted the poor condition of the bridge in its July 27 edition, after which the government swung into action and started the repair work. The authorities have also replaced the broken wooden logs. Ajaz Ahmed Karaipak, a local resident said, “After the poor condition of the bridge was highlighted in The Tribune, the government immediately started the repair work and replaced the rotten wooden planks. Minister of State for Transport Sunil Sharma, too, visited the spot a few days ago to take stock of the situation.” “We have been demanding a new, motorable bridge for the past one decade due to the increased load of vehicles in this area which connects two subdivisions,” he added. Public Works Department (PWD) Executive Engineer, Kishtwar, Mohinder Sen said, “We have replaced the damaged planks from the bridge but the national highway from Batote to Kishtwar is under the National Highway Infrastructure Development Corporation Limited and they have handed it over to some other agency for further work.”"
"Iraq begins battle to retake Tal Afar, IS bastion near Mosul","Baghdad, August 20

Iraqi Prime Minister Haider al-Abadi announced early on Sunday the start of a battle to retake Tal Afar, a key Northern Iraqi bastion of the Islamic State (IS) group and one of their last remaining strongholds in the region.

The announcement comes a month after the capture by Iraqi forces of second city Mosul further east in a major blow to the jihadists.

In a televised speech, Abadi, dressed in military uniform and standing in front of an Iraqi flag and map of the country, announced “the start of an operation to free Tal Afar”.

“I am saying to Daesh that there’s no choice other than to leave or be killed,” he said, using an alternative name for IS.

“We have won all our battles, and Daesh have always lost,” he said, telling the country’s troops that “the entire world is with you.”

Tal Afar is located 70 kilometres west of Mosul, where US-backed government forces ended jihadist rule in July after a months-long battle.

In June 2014, IS jihadists overran Tal Afar, a Shiite enclave in the predominantly Sunni province of Nineveh, on the road between Mosul and Syria.

At the time it had a population of around 200,000, but local officials said it was now impossible to know the exact number still living inside the city as most are cut off from the outside world.

However, authorities have accused the approximately 1,000 jihadists in the city of using civilians as human shields during Iraqi and coalition air strikes earlier this week in preparation for the ground assault.

Abadi said that Iraq’s paramilitary Hashed al-Shaabi forces would help various army, police and counter-terrorism units in Tal Afar.

The umbrella organisation, which is dominated by Iran-backed Shiite militias, has already been fighting to retake a number of other Iraqi cities from the Islamic State.

“In the early hours, the guns and flags turned towards their targets,” said Ahmed al-Assadi, a spokesman for Hashad.

“Victory is near” in Tal Afar, an “Iraqi city taken hostage and humiliated for years by attacks from these barbarians,” he said.

IS overran large areas north and west of Baghdad in 2014, but Iraqi forces have since regained much of the territory.

Once Tal Afar is retaken, Iraqi authorities intend to launch a fight to retake jihadist-held Hawija, in the province of Kirkuk, 300 kilometres north of Baghdad.

Jihadists still hold areas in Anbar, a western province that faces major security challenges.

IS, which declared a cross-border “caliphate” encompassing swathes of Iraq and Syria three years ago, has also suffered major setbacks in Syria, where around half of IS’s de facto Syrian capital Raqa has been retaken by US- backed fighters.

But divisions across political, religious and ethnic lines will again rise to the surface in Iraq after the extremist group is driven out of its last bastions, experts have said. AFP"
"Man U maul Swans, Arsenal stunned","London, August 19

Manchester United continued their perfect start to the Premier League season by crushing Swansea City 4-0 with three late goals in four minutes at the Liberty Stadium on Saturday. The scoreline matched their opening-day destruction of West Ham United after Romelu Lukaku, Paul Pogba and substitute Anthony Martial scored between the 80th and 84th minutes to add to Eric Bailly’s first-half opener, his first goal for the club. New signing Jese made a dream debut for Stoke City, scoring the winner in a 1-0 victory over Arsenal. The livewire Spaniard, signed on loan from Paris SG in midweek, started and finished the decisive move 90 seconds after halftime.

Liverpool scrape 1-0 win

Liverpool manager Juergen Klopp was able to breathe a sigh of relief after Sadio Mane scored an opportunist 73rd-minute goal to give them a 1-0 win over Crystal Palace at Anfield. Shinji Okazaki struck early and Harry Maguire netted a header from a corner as Leicester City beat Brighton 2-0 at the King Power Stadium, handing the newcomers their second straight defeat.

Bayern, Dortmund win

Munich: Champions Bayern Munich comfortably beat BayerLeverkusen 3-1 in the Bundesliga season opener on Friday to lay down a marker. Borussia Dortmund overcame hosts VfL Wolfsburg 3-0 on Saturday to make a flawless start. — Reuters"
Let’s step out and make a difference,"TOUCHSTONES

Ira Pande

Let’s step out and make a difference

Ira Pande

For years we have bemoaned the country’s education and health system. The time has come for all of us to be catalysts of change

Also in this section

Our missing corporate conscience...





In the aftermath of the long Independence Day weekend, I am sure you do not want to read about the Prime Minister’s lacklustre speech and our squabbling politicians. However, since the celebrations were seriously overshadowed by the tragic deaths of children in Gorakhpur, I feel we must give serious thought to certain glaring holes in our civic system. I have little hope that the official or free media will do anything more than put out stories that either defend or attack the government’s efforts. The time has come for all of us to take responsibility for the priorities we have set in our lives and ask whether in New India, can we continue to carry on as always? When two-thirds of our population is young, what can be more important than their welfare? By this I mean health and education should be our most important areas of reform. For years we have bemoaned the rapid unravelling of the country’s public education and health system and yet, what have you and I done to make a difference? Learned educationists and social scientists have submitted reports commissioned by the government but these lie unread in some dusty corner. Huge sums of money are set aside and no one knows whether these funds are being utilised properly. In the case of hospitals, private and public partnerships are set up to provide healthcare but more often than not, these sums are siphoned off in that famous Indian ‘Vanishing Trick’ perfected by years of rampant corruption and neglect. These facts are known to all of us and yet not one of us does anything about it until a tragedy like the Gorakhpur children’s hospital breaks. If this can take place under the nose of the state’s Chief Minister and one who is seen by many as a doer and incorruptible person, then what can one say of the rest of the country? True, our enormous population defeats the good intentions of any government and a lack of funds and medical personnel are severe handicaps but the time has come to recommend some out-of-the-box ideas and try them out. Here are some that I can think of and I am sure readers will add many more. Community centres (such as Kejriwal’s mohalla clinics) need to be set up in all municipal wards. They need one doctor, one nurse, one pharmacist, one lab technician and a cleaner. Every mohalla has people who can volunteer to clean, assist and provide support to the patients. There are many retired people who will willingly help out if asked to give an hour or two every week. Why not tap the services of those who have the experience and will to give? In addition, there are doctors who are willing to work for free once a week to provide additional help and expertise to lessen the load on the local doctor. Space can always be carved out from within the area itself. I was recently in Kumaon staying in a village where a primary health centre set up by an NGO has succeeded in providing a neo-natal and maternal healthcare and basic medical aid. Doctors from hospitals of nearby towns come in a regular cycle and conduct mobile clinics to reach those who live in inaccessible places. Patients are then recommended for further treatment in the larger hospitals. All this has eased the pressure on hospitals where a large number of patients do not need anything more than a simple consultation. I am confident that there are enough philanthropists and volunteers who will open their hearts and purses if they know that the money they donate is well-utilized. Similarly, our primary education needs an injection of fresh support. In my own colony there are at least 20 people I can name who are retired schoolteachers or can help with extra tuition and help in English and maths (the two subjects that need most attention). The club has enough room for a durri and a blackboard that can be set up to hold remedial classes for the children of the household helps who spend a huge chunk of their wages on sending their children for ‘toosun’ to illiterate teachers because they have no time or expertise to oversee their children’s homework. This can also become a means of supervising the quality of education being given in our local government schools and putting pressure on absent teachers to come regularly. In short, community effort has to step in where the government is unable or unwilling to do more. We all agree that Swachch Bharat is a very noble movement but the reason it has been so slow in implementation is because those who live in swachch areas see no reason to help others clean their surroundings. Every gated community is spotless but step outside and you have to jump over piles of garbage and filthy drains. I have been reading on the net of citizens’ endeavours in Bengaluru and Mumbai and lowered my head in shame at our own indifference. In Gurgaon, young couples who lead busy weekday lives don masks and gloves to clean their areas every weekend. How difficult can it be to ask every colony to do the same? One visit from our local MP or municipal corporator can make a difference but how long can we afford to wait for them? Gandhiji was the last person who made a difference because he led by example. Reflect on that and step out."
Fraud case against Sunny Enclave MD,"Kharar, August 19

The police have booked Jarnail Singh Bajwa, managing director of Sunny Enclave, on for fraud. The case has been registered as per orders of Ekta Uppal, Sub-Divisional Judicial Magistrate, on an application filed by Amarjeet Singh, a resident of Chandigarh, under Section 156/3 of the CrPC. The complainant had alleged that he had paid Rs 19.16 lakh on March 4, 2011, to purchase a plot at Sector 123 in Jandpur village. An agreement for the sale of the plot was executed by the accused. Later, he was offered another plot. The accused failed to deliver the possession of the plot to him. The court directed the Kharar SHO to lodge an FIR against the accused. The next hearing is scheduled for October 16. Last month, Bajwa and three other persons were booked on the charge of making an attempt to take possession of a 4-kanal land at Jandpur village. — OC"
"The Tribune, Business news","MUMBAI: Reserve Bank Governor Urjit Patel on Saturday called for recapitalisation of state-run banks to help them resolve the NPAs issue in a time-bond manner as bad loans at 9.6 per cent of the system is not acceptable.

Mumbai, August 19

Reserve Bank Governor Urjit Patel on Saturday called for recapitalisation of state-run banks to help them resolve the NPAs issue in a time-bond manner as bad loans at 9.6 per cent of the system is not acceptable.

(Follow The Tribune on Facebook; and Twitter @thetribunechd)

“Gross NPA ratio of the banking system at 9.6 per cent and stressed advances ratio at 12 per cent as of March 2017 on the back of persistently high ratio in the past few years, is indeed a matter of concern,” Patel told a gathering of bankers and industrialists in the presence of Finance Minister Arun Jaitley here.

Admitting that the balance sheet of most state-run banks are not healthy enough to take large haircuts, which is a corollary of any bad loan resolution, he called for their recapitalisation.

“NPA resolution would necessitate a higher re- capitalisation of these banks,” he said, adding “Government and the RBI are in dialogue to prepare a set of measures to enable state-run banks to shore up the requisite capital in a time bound manner.”

Regulatory or rather the economic challenge in dealing with the NPA issue gets accentuated when seen against the capital position of some of the banks, particularly public sector banks, he told an insolvency summit, hosted by industry lobby CII and chaired Jaitley.

The RBI chief said as much as 86.5 per cent of GNPAs are accounted by large borrowers.

“Swift time bound resolution or liquidation of stressed assets will be critical for delogging the balance sheet and for efficient reallocation of bank capital,” Patel said.

The government and the RBI are working together to comprehensively address the issue through a multi-pronged approach, he added.

Stating that the success and credibility of all the NPA resolution efforts will be critically contingent on the strength of public sector banks’ balance sheets to absorb the costs, he said any resolution will involve deep haircuts.

“It is clear that state-run banks will need to take haircuts on current exposures under any resolution plan agreed within or outside the IBC. Higher provisioning requirements on this counts as well as other factors will affect the capital position of several banks,” he said.

The measures could include a combination of capital raising from the market, dilution of government holding, additional capital infusion by the government, merger based on strategic decision and sale of non-core assets.

The RBI chief also blamed lenders for the mess, saying their poor credit appraisal systems have led to the pile of bad loans, which tops over Rs 9 trillion now. PTI"
Decrypting your home loan eligibility,"Harshil Mehta

Home is where the heart is. Though owning a home may mean different things to different individuals, one thing is common —we all want to own a home. Given the expense involved, most people prefer to avail a home loan to finance this dream, which is one of the most important decisions and undertakings in his life. Applying for a home loan can often seem like a complex process but one must be aware about some of its key aspects. Some important factors to be considered while applying for a home loan are as follows:

Income

This is the most important factor with a strong bearing on home loan eligibility. If the applicant is a salaried employee, then banks and financial institutions will consider his salary and age. This basically means that the loan eligibility will be evaluated on the basis of his income and the number of years the individual has worked. Lenders also reconfirm the individual’s repayment capability and the tenure of his job. One can also club his spouse’s income to enhance his home loan eligibility and can apply for a joint home loan.

Age factor

While applying for a home loan, banks and financial institution check the age of the borrower as this assesses the number of years the applicant would work. It is often believed that a joint home loan is easily available, but this is not the case always. Age of the co-applicant is also vital while applying for a home loan. For example, Brinda Roy, 29 years old takes a home loan with the co-applicant being her mother who is 60+, then the loan tenure will be calculated mainly on the basis of the age of the older person. The tenure of the loan will be restricted from 10-15 years depending on the bank or financial institution. If Brinda was individually applying for a home loan then her eligibility would depend more on her individual credit score than her age.

Debt

If an individual is applying for a home loan with other outstanding loans such as a car loan or personal loan it may affect his home loan eligibility. If one already has an existing home loan with over 12 unpaid instalments, banks and financial institutions generally take this into account while calculating the borrower’s eligibility. In such a situation, it is important to prepay full or half of their existing outstanding loans to improve their eligibility and ensure that their new application for the home loan remains unaffected.

Credit score

To qualify for a home loan, a good credit score is very important which usually ranges from 400 to 900. Banks and financial institutions prefer to lend to borrowers with credit score higher than 750 since it reflects stronger credit worthiness. This gives a clear picture about the applicant’s credit history, past payment behaviour and makes way for attractive interest rates for the borrower. Before applying for a home loan, it is most critical to check eligibility criterion. It is also very important for the applicant to know the amount they are eligible for and at what interest rate, which will help you to optimise chances of loan approval. Additionally, improving one’s loan eligibility will also have positive impacts on one’s personal financial planning and help move towards better financial security in life. The writer is CEO, DHFL. The views expressed in this article are his own"
