Title,Article
"Kochi - Latest News, Politics, Events, Entertainment",
"India Latest News, Live Updates, Politics, Governance, Law","One of the frontline fighters of the Indian Air Force, the Jaguars, are still flying without autopilots, an essential flying aid, the Comptroller and Auditor-General has said.In a report presented in Parliament on July 28, the CAG said, “The flying aid capability envisaged by the IAF for the Jaguar aircraft in 1997 remains largely unrealised even after 20 years … Meanwhile, the IAF had lost three Jaguar aircraft and one pilot since April 2008 due to pilot disorientation/human error whereas loss"
"Kerala - Latest news, Live Updates, Politics, Events","Jaitley to visit slain RSS man’s family

Defence Minister Arun Jaitley, who will arrive here on Sunday, will hold a town hall meeting with the families of RSS-BJP workers who were killed or injured in the violence last weekend.Mr. Jaitley will visit the home of RSS worker Rajesh, who was killed on Saturday at Sreekaryam and attend a commemoration meeting. He will also visit the home of RSS worker Jayaprakash, who suffered injuries, allegedly at the hands of CPI(M) activists, at Sreevarahom. Weapons recoveredThe police team"
Latest news updates from major cities of India,"Vellore, Rameswaram on the radar

Commuters can fly in and out of Vellore, Thanjavur and Rameswaram by next year if the next milestone of the the Regional Connectivity Scheme (RCS) is achieved. The State government and Airports Authority of India (AAI) are keen to develop connectivity from these three towns and are working on a few more unserved airports connecting the hinterland, officials said. Last week the officials of the State government and AAI held a meeting with the representatives of various air carriers at the airport"
"Thiruvananthapuram - Latest News, Politics, Events, Entertainment","Cycling Karnataka takes the day’s honours

A spate of records in junior and sub-junior categories enlivened the proceedings on the third day of the 69th senior, 46th junior and 32nd sub-junior National track cycling championship at the LNCPE Velodrome here on Friday. However, the day belonged to cyclists from Karnataka who won three gold medals which enabled the State to climb to third position in points table with 20 points. Kerala continues to lead the table with 42 points followed by Manipur with 30 points. After lying low for two"
"Hyderabad - Latest News, Politics, Events, Entertainment","Telangana drug racket: Actor Tanish Alladi to appear before SIT PTI He is among the 12 personalities, including directors and actors from the Telugu film industry to be summoned by the SIT in connection with the case.

Telugu film director Puri Jagannadh appears before SIT probing drug racket IANS The SIT has served notice to at least a dozen artists, including some leading actors and actresses, directing them to appear before it."
"Karnataka - Latest news, Live Updates, Politics, Events","Harshika Poonachha talks about her foray into films, her association with Udaya TV and more

Dhruva Sharma, 35-year-old Kannada film actor and player of the Celebrity Cricket League, died under mysterious circumstances at a private hospital on

An adaptation of Maya, a 2015 Tamil horror film, Aake, with the tagline‘Death is never the end, it is just the beginning’ is certainly better than the"
"Madurai - Latest News, Politics, Events, Entertainment",
"Vijayawada - Latest News, Politics, Events, Entertainment","Balakrishna’s ‘Gautamiputra Satakarni’ opens with fanfare, full capacity crowd

The ‘Legend’ arrives is a passé, it is time for ‘Gautamiputra Satakarni’ riding into the hearts of Telugu film fans. The grand opening of Balakrishna’s centenary film will perhaps change how his fans will refer to him now — A Legend turns Satakarni.Crowded theatres and serpentine queues waiting for the next show revealed the entry of an iconic film into Telugu film’s history, and so did the reactions of viewers walking out of single screens and multiplexes alike across the world. Fans wearing"
"Mangalore - Latest News, Politics, Events, Entertainment",
"Tamil Nadu - Latest news, Live Updates, Politics, Events","The latest stand-off between the producers and film employee unions is yet another chapter in the conflict between two key units of an industry that has to bear with rising production cost, astronomical star salaries, surging ticket prices, and piracy"
"Delhi - Latest News, Politics, Events, Entertainment","Table for Two Why Gandhi Still Matters: Rajmohan Gandhi tells over an austere meal

Over an austere meal, Rajmohan Gandhi tells us how the man with capacious stomach made fast a potent tool against the British Empire"
"Bengaluru - Latest News, Politics, Events, Entertainment","Premier Badminton League ‘It is only a question of how quickly we understand each other’

Ashwini Ponnappa and N. Sikki Reddy, who will play for Bengaluru Blasters, look to the ongoing Premier Badminton League (though they feature only in the mixed doubles event as there is no women’s doubles) as a huge learning curve.Their first target will be to break into the elite group in women’s doubles after finishing runner-up in the recent Welsh International Challenge and picking up a bronze at the Irish Grand Prix.Ashwini says they will take it match by match as they chart their course in"
"Andhra Pradesh - Latest news, Live Updates, Politics, Events",They don’t want to wake up to another death or move out of their village
"Coimbatore - Latest News, Politics, Events, Entertainment",
